SA1_internal_2021	AustCitizen	persons
58740	1	163
58741	0	113
58741	1	287
58742	0	74
58742	1	380
58743	0	0
58743	1	0
58744	0	0
58744	1	0
58745	0	210
58745	1	330
58746	0	84
58746	1	375
58747	0	86
58747	1	206
58748	0	79
58748	1	200
58749	0	124
58749	1	362
58750	0	48
58750	1	228
58751	0	137
58751	1	334
58752	0	101
58752	1	459
58753	0	0
58753	1	0
58754	0	58
58754	1	270
58755	0	65
58755	1	378
58756	0	68
58756	1	425
58757	0	58
58757	1	337
58758	0	19
58758	1	336
58759	0	46
58759	1	390
58760	0	67
58760	1	415
58761	0	20
58761	1	312
58762	0	48
58762	1	200
58763	0	68
58763	1	264
58764	0	130
58764	1	458
58765	0	125
58765	1	354
58766	0	167
58766	1	373
58767	0	103
58767	1	354
58768	0	117
58768	1	362
58769	0	121
58769	1	373
58770	0	161
58770	1	469
58771	0	143
58771	1	561
58772	0	119
58772	1	243
58773	0	189
58773	1	521
58774	0	49
58774	1	254
58775	0	28
58775	1	264
58776	0	10
58776	1	216
58777	0	29
58777	1	247
58778	0	31
58778	1	390
58779	0	53
58779	1	498
58780	0	58
58780	1	415
58781	0	71
58781	1	390
58782	0	39
58782	1	326
58783	0	39
58783	1	317
58784	0	36
58784	1	408
58785	0	24
58785	1	325
58786	0	10
58786	1	142
58787	0	26
58787	1	278
58788	0	39
58788	1	430
58789	0	48
58789	1	583
58790	0	30
58790	1	338
58791	0	8
58791	1	219
58792	0	10
58792	1	266
58793	0	14
58793	1	279
58794	0	31
58794	1	338
58795	0	97
58795	1	336
58796	0	166
58796	1	279
58797	0	120
58797	1	604
58798	0	132
58798	1	438
58799	0	157
58799	1	330
58800	0	116
58800	1	340
58801	0	85
58801	1	196
58802	0	138
58802	1	318
58803	0	86
58803	1	471
58804	0	143
58804	1	352
58805	0	0
58805	1	0
58806	0	63
58806	1	341
58807	0	107
58807	1	474
58808	0	73
58808	1	608
58809	0	76
58809	1	296
58810	0	18
58810	1	278
58811	0	145
58811	1	596
58812	0	69
58812	1	307
58813	0	89
58813	1	415
58814	0	37
58814	1	176
58815	0	29
58815	1	256
58816	0	128
58816	1	191
58817	0	56
58817	1	289
58818	0	46
58818	1	494
58819	0	3
58819	1	3
58820	0	38
58820	1	279
58821	0	72
58821	1	249
58822	0	16
58822	1	184
58823	0	27
58823	1	365
58824	0	90
58824	1	582
58825	0	69
58825	1	375
58826	0	61
58826	1	287
58827	0	78
58827	1	356
58828	0	50
58828	1	337
58829	0	68
58829	1	529
58830	0	108
58830	1	386
58831	0	11
58831	1	57
58832	0	53
58832	1	346
58833	0	150
58833	1	401
58834	0	210
58834	1	572
58835	0	124
58835	1	468
58836	0	58
58836	1	256
58837	0	32
58837	1	394
58838	0	8
58838	1	288
58839	0	60
58839	1	323
58840	0	21
58840	1	312
58841	0	40
58841	1	274
58842	0	26
58842	1	300
58843	0	76
58843	1	514
58844	0	46
58844	1	351
58845	0	73
58845	1	319
58846	0	44
58846	1	320
58847	0	30
58847	1	212
58848	0	59
58848	1	474
58849	0	58
58849	1	558
58850	0	70
58850	1	506
58851	0	75
58851	1	641
58852	0	36
58852	1	412
58853	0	26
58853	1	379
58854	0	54
58854	1	457
58855	0	28
58855	1	232
58856	0	43
58856	1	349
58857	0	76
58857	1	385
58858	0	59
58858	1	373
58859	0	29
58859	1	468
58860	0	24
58860	1	241
58861	0	55
58861	1	479
58862	0	6
58862	1	92
58863	0	19
58863	1	220
58864	0	53
58864	1	575
58865	0	37
58865	1	155
58866	0	28
58866	1	340
58867	0	11
58867	1	390
58868	0	18
58868	1	189
58869	0	44
58869	1	557
58870	0	28
58870	1	390
58871	0	19
58871	1	130
58872	0	4
58872	1	152
58873	0	45
58873	1	539
58874	0	17
58874	1	224
58875	0	40
58875	1	507
58876	0	36
58876	1	470
58877	0	28
58877	1	327
58878	0	29
58878	1	299
58879	0	14
58879	1	114
58880	0	5
58880	1	56
58881	0	27
58881	1	469
58882	0	29
58882	1	462
58883	0	43
58883	1	454
58884	0	52
58884	1	615
58885	0	36
58885	1	437
58886	0	0
58886	1	0
58887	0	26
58887	1	489
58888	0	13
58888	1	17
58889	0	40
58889	1	254
58890	0	40
58890	1	452
58891	0	40
58891	1	372
58892	0	47
58892	1	336
58893	0	24
58893	1	283
58894	0	17
58894	1	152
58895	0	42
58895	1	312
58896	0	32
58896	1	226
58897	0	49
58897	1	377
58898	0	51
58898	1	238
58899	0	38
58899	1	264
58900	0	71
58900	1	271
58901	0	52
58901	1	228
58902	0	86
58902	1	282
58903	0	131
58903	1	234
58904	0	72
58904	1	351
58905	0	104
58905	1	380
58906	0	83
58906	1	312
58907	0	65
58907	1	222
58908	0	29
58908	1	243
58909	0	107
58909	1	391
58910	0	120
58910	1	232
58911	0	207
58911	1	377
58912	0	80
58912	1	316
58913	0	103
58913	1	281
58914	0	140
58914	1	326
58915	0	305
58915	1	289
58916	0	392
58916	1	559
58917	0	13
58917	1	18
58918	0	204
58918	1	229
58919	0	186
58919	1	324
58920	0	65
58920	1	497
58921	0	95
58921	1	429
58922	0	96
58922	1	589
58923	0	50
58923	1	451
58924	0	13
58924	1	100
58925	0	38
58925	1	199
58926	0	73
58926	1	302
58927	0	79
58927	1	436
58928	0	59
58928	1	526
58929	0	73
58929	1	302
58930	0	100
58930	1	514
58931	0	77
58931	1	367
58932	0	82
58932	1	536
58933	0	99
58933	1	463
58934	0	33
58934	1	234
58935	0	47
58935	1	338
58936	0	92
58936	1	413
58937	0	81
58937	1	612
58938	0	85
58938	1	408
58939	0	45
58939	1	390
58940	0	210
58940	1	338
58941	0	119
58941	1	574
58942	0	103
58942	1	471
58943	0	151
58943	1	520
58944	0	61
58944	1	302
58945	0	71
58945	1	576
58946	0	142
58946	1	190
58947	0	193
58947	1	591
58948	0	83
58948	1	326
58949	0	62
58949	1	323
58950	0	258
58950	1	517
58951	0	72
58951	1	525
58952	0	115
58952	1	277
58953	0	99
58953	1	469
58954	0	65
58954	1	205
58955	0	139
58955	1	336
58956	0	70
58956	1	497
58957	0	135
58957	1	347
58958	0	122
58958	1	504
58959	0	182
58959	1	543
58960	0	0
58960	1	0
58961	0	118
58961	1	230
58962	0	101
58962	1	463
58963	0	102
58963	1	477
58964	0	176
58964	1	579
58965	0	25
58965	1	268
58966	0	128
58966	1	650
58967	0	78
58967	1	255
58968	0	114
58968	1	331
58969	0	86
58969	1	629
58970	0	133
58970	1	230
58971	0	127
58971	1	344
58972	0	-3
58972	1	8
58973	0	170
58973	1	265
58974	0	81
58974	1	337
58975	0	93
58975	1	323
58976	0	125
58976	1	213
58977	0	167
58977	1	314
58978	0	0
58978	1	0
58979	0	149
58979	1	377
58980	0	153
58980	1	351
58981	0	132
58981	1	240
58982	0	93
58982	1	206
58983	0	167
58983	1	281
58984	0	143
58984	1	187
58985	0	57
58985	1	219
58986	0	265
58986	1	452
58987	0	90
58987	1	282
58988	0	189
58988	1	516
58989	0	97
58989	1	288
58990	0	115
58990	1	500
58991	0	25
58991	1	302
58992	0	42
58992	1	297
58993	0	141
58993	1	456
58994	0	100
58994	1	457
58995	0	23
58995	1	231
58996	0	44
58996	1	345
58997	0	43
58997	1	387
58998	0	0
58998	1	0
58999	0	36
58999	1	316
59000	0	36
59000	1	415
59001	0	41
59001	1	258
59002	0	21
59002	1	215
59003	0	29
59003	1	193
59004	0	23
59004	1	339
59005	0	25
59005	1	378
59006	0	173
59006	1	238
59007	0	122
59007	1	370
59008	0	49
59008	1	271
59009	0	40
59009	1	272
59010	0	27
59010	1	267
59011	0	52
59011	1	497
59012	0	47
59012	1	427
59013	0	94
59013	1	467
59014	0	42
59014	1	387
59015	0	55
59015	1	276
59016	0	45
59016	1	378
59017	0	86
59017	1	249
59018	0	53
59018	1	253
59019	0	50
59019	1	426
59020	0	35
59020	1	189
59021	0	43
59021	1	246
59022	0	54
59022	1	254
59023	0	-1
59023	1	14
59024	0	71
59024	1	359
59025	0	48
59025	1	266
59026	0	32
59026	1	591
59027	0	38
59027	1	398
59028	0	59
59028	1	354
59029	0	40
59029	1	438
59030	0	41
59030	1	344
59031	0	44
59031	1	469
59032	0	33
59032	1	415
59033	0	62
59033	1	380
59034	0	38
59034	1	346
59035	0	40
59035	1	321
59036	0	38
59036	1	406
59037	0	49
59037	1	218
59038	0	57
59038	1	446
59039	0	27
59039	1	252
59040	0	19
59040	1	373
59041	0	17
59041	1	157
59042	0	25
59042	1	279
59043	0	34
59043	1	444
59044	0	42
59044	1	376
59045	0	24
59045	1	321
59046	0	46
59046	1	392
59047	0	23
59047	1	222
59048	0	35
59048	1	379
59049	0	46
59049	1	449
59050	0	60
59050	1	498
59051	0	63
59051	1	521
59052	0	23
59052	1	211
59053	0	90
59053	1	834
59054	0	31
59054	1	399
59055	0	32
59055	1	386
59056	0	25
59056	1	454
59057	0	43
59057	1	340
59058	0	22
59058	1	318
59059	0	29
59059	1	297
59060	0	19
59060	1	188
59061	0	32
59061	1	375
59062	0	33
59062	1	404
59063	0	33
59063	1	266
59064	0	26
59064	1	382
59065	0	28
59065	1	296
59066	0	92
59066	1	989
59067	0	63
59067	1	525
59068	0	44
59068	1	359
59069	0	169
59069	1	384
59070	0	0
59070	1	11
59071	0	98
59071	1	474
59072	0	86
59072	1	384
59073	0	26
59073	1	205
59074	0	95
59074	1	237
59075	0	244
59075	1	71
59076	0	16
59076	1	24
59077	0	62
59077	1	237
59078	0	63
59078	1	352
59079	0	0
59079	1	0
59080	0	53
59080	1	223
59081	0	56
59081	1	552
59082	0	68
59082	1	521
59083	0	45
59083	1	354
59084	0	0
59084	1	0
59085	0	39
59085	1	208
59086	0	58
59086	1	488
59087	0	0
59087	1	0
59088	0	72
59088	1	573
59089	0	38
59089	1	227
59090	0	52
59090	1	439
59091	0	97
59091	1	485
59092	0	43
59092	1	529
59093	0	30
59093	1	188
59094	0	96
59094	1	538
59095	0	31
59095	1	309
59096	0	85
59096	1	256
59097	0	61
59097	1	264
59098	0	77
59098	1	442
59099	0	74
59099	1	352
59100	0	81
59100	1	258
59101	0	36
59101	1	168
59102	0	54
59102	1	181
59103	0	112
59103	1	194
59104	0	65
59104	1	191
59105	0	0
59105	1	3
59106	0	96
59106	1	421
59107	0	74
59107	1	306
59108	0	61
59108	1	306
59109	0	21
59109	1	425
59110	0	28
59110	1	484
59111	0	63
59111	1	747
59112	0	32
59112	1	341
59113	0	6
59113	1	155
59114	0	2
59114	1	136
59115	0	32
59115	1	472
59116	0	58
59116	1	393
59117	0	16
59117	1	198
59118	0	31
59118	1	561
59119	0	28
59119	1	539
59120	0	125
59120	1	359
59121	0	66
59121	1	175
59122	0	93
59122	1	388
59123	0	26
59123	1	96
59124	0	33
59124	1	451
59125	0	149
59125	1	304
59126	0	0
59126	1	0
59127	0	22
59127	1	30
59128	0	144
59128	1	488
59129	0	258
59129	1	266
59130	0	266
59130	1	297
59131	0	117
59131	1	646
59132	0	128
59132	1	510
59133	0	30
59133	1	257
59134	0	45
59134	1	323
59135	0	97
59135	1	513
59136	0	108
59136	1	451
59137	0	49
59137	1	240
59138	0	62
59138	1	280
59139	0	65
59139	1	529
59140	0	54
59140	1	320
59141	0	115
59141	1	258
59142	0	255
59142	1	516
59143	0	50
59143	1	232
59144	0	398
59144	1	244
59145	0	40
59145	1	176
59146	0	29
59146	1	235
59147	0	41
59147	1	367
59148	0	34
59148	1	292
59149	0	0
59149	1	11
59150	0	35
59150	1	429
59151	0	0
59151	1	16
59152	0	0
59152	1	11
59153	0	96
59153	1	627
59154	0	37
59154	1	277
59155	0	119
59155	1	728
59156	0	0
59156	1	0
59157	0	0
59157	1	0
59158	0	97
59158	1	560
59159	0	26
59159	1	316
59160	0	36
59160	1	366
59161	0	58
59161	1	407
59162	0	62
59162	1	501
59163	0	32
59163	1	286
59164	0	38
59164	1	196
59165	0	85
59165	1	521
59166	0	61
59166	1	493
59167	0	38
59167	1	427
59168	0	33
59168	1	530
59169	0	36
59169	1	578
59170	0	34
59170	1	320
59171	0	31
59171	1	304
59172	0	54
59172	1	541
59173	0	30
59173	1	475
59174	0	44
59174	1	505
59175	0	27
59175	1	256
59176	0	24
59176	1	206
59177	0	29
59177	1	357
59178	0	26
59178	1	360
59179	0	18
59179	1	252
59180	0	14
59180	1	372
59181	0	10
59181	1	196
59182	0	32
59182	1	345
59183	0	27
59183	1	343
59184	0	27
59184	1	340
59185	0	40
59185	1	379
59186	0	38
59186	1	453
59187	0	34
59187	1	378
59188	0	91
59188	1	939
59189	0	5
59189	1	0
59190	0	12
59190	1	226
59191	0	43
59191	1	458
59192	0	11
59192	1	292
59193	0	17
59193	1	341
59194	0	33
59194	1	236
59195	0	45
59195	1	221
59196	0	7
59196	1	3
59197	0	45
59197	1	494
59198	0	25
59198	1	395
59199	0	30
59199	1	390
59200	0	55
59200	1	379
59201	0	15
59201	1	289
59202	0	47
59202	1	271
59203	0	42
59203	1	180
59204	0	72
59204	1	396
59205	0	0
59205	1	20
59206	0	51
59206	1	356
59207	0	11
59207	1	235
59208	0	53
59208	1	376
59209	0	32
59209	1	617
59210	0	55
59210	1	415
59211	0	63
59211	1	259
59212	0	100
59212	1	630
59213	0	41
59213	1	265
59214	0	48
59214	1	447
59215	0	10
59215	1	136
59216	0	66
59216	1	540
59217	0	37
59217	1	344
59218	0	21
59218	1	403
59219	0	0
59219	1	0
59220	0	38
59220	1	475
59221	0	85
59221	1	572
59222	0	28
59222	1	301
59223	0	93
59223	1	477
59224	0	72
59224	1	339
59225	0	52
59225	1	333
59226	0	37
59226	1	240
59227	0	57
59227	1	291
59228	0	36
59228	1	251
59229	0	75
59229	1	508
59230	0	72
59230	1	420
59231	0	72
59231	1	409
59232	0	79
59232	1	410
59233	0	106
59233	1	345
59234	0	50
59234	1	170
59235	0	49
59235	1	375
59236	0	53
59236	1	439
59237	0	41
59237	1	282
59238	0	31
59238	1	370
59239	0	4
59239	1	0
59240	0	40
59240	1	429
59241	0	33
59241	1	369
59242	0	48
59242	1	463
59243	0	26
59243	1	372
59244	0	95
59244	1	606
59245	0	34
59245	1	256
59246	0	8
59246	1	245
59247	0	23
59247	1	362
59248	0	8
59248	1	321
59249	0	0
59249	1	6
59250	0	63
59250	1	677
59251	0	63
59251	1	229
59252	0	27
59252	1	339
59253	0	17
59253	1	430
59254	0	21
59254	1	299
59255	0	37
59255	1	434
59256	0	73
59256	1	485
59257	0	72
59257	1	651
59258	0	25
59258	1	386
59259	0	44
59259	1	446
59260	0	0
59260	1	0
59261	0	43
59261	1	463
59262	0	15
59262	1	199
59263	0	13
59263	1	265
59264	0	31
59264	1	430
59265	0	50
59265	1	485
59266	0	35
59266	1	402
59267	0	39
59267	1	392
59268	0	26
59268	1	355
59269	0	41
59269	1	648
59270	0	-5
59270	1	5
59271	0	39
59271	1	261
59272	0	28
59272	1	264
59273	0	27
59273	1	272
59274	0	27
59274	1	225
59275	0	43
59275	1	301
59276	0	40
59276	1	406
59277	0	48
59277	1	240
59278	0	24
59278	1	345
59279	0	17
59279	1	395
59280	0	24
59280	1	245
59281	0	56
59281	1	326
59282	0	10
59282	1	290
59283	0	40
59283	1	214
59284	0	26
59284	1	411
59285	0	18
59285	1	305
59286	0	8
59286	1	330
59287	0	17
59287	1	304
59288	0	29
59288	1	355
59289	0	36
59289	1	360
59290	0	42
59290	1	339
59291	0	14
59291	1	382
59292	0	40
59292	1	578
59293	0	19
59293	1	546
59294	0	92
59294	1	674
59295	0	39
59295	1	227
59296	0	51
59296	1	420
59297	0	54
59297	1	476
59298	0	22
59298	1	210
59299	0	17
59299	1	216
59300	0	29
59300	1	314
59301	0	22
59301	1	191
59302	0	43
59302	1	229
59303	0	23
59303	1	180
59304	0	42
59304	1	220
59305	0	0
59305	1	3
59306	0	24
59306	1	412
59307	0	50
59307	1	383
59308	0	10
59308	1	130
59309	0	16
59309	1	200
59310	0	35
59310	1	179
59311	0	37
59311	1	381
59312	0	17
59312	1	208
59313	0	40
59313	1	328
59314	0	40
59314	1	252
59315	0	0
59315	1	0
59316	0	37
59316	1	468
59317	0	10
59317	1	144
59318	0	120
59318	1	302
59319	0	53
59319	1	436
59320	0	52
59320	1	391
59321	0	35
59321	1	321
59322	0	0
59322	1	0
59323	0	51
59323	1	330
59324	0	57
59324	1	276
59325	0	16
59325	1	235
59326	0	26
59326	1	333
59327	0	51
59327	1	194
59328	0	59
59328	1	376
59329	0	84
59329	1	557
59330	0	30
59330	1	416
59331	0	30
59331	1	273
59332	0	43
59332	1	300
59333	0	59
59333	1	408
59334	0	47
59334	1	364
59335	0	22
59335	1	598
59336	0	34
59336	1	331
59337	0	39
59337	1	427
59338	0	15
59338	1	140
59339	0	29
59339	1	438
59340	0	51
59340	1	489
59341	0	53
59341	1	357
59342	0	28
59342	1	272
59343	0	14
59343	1	175
59344	0	19
59344	1	350
59345	0	21
59345	1	368
59346	0	6
59346	1	328
59347	0	16
59347	1	300
59348	0	13
59348	1	245
59349	0	31
59349	1	467
59350	0	26
59350	1	477
59351	0	30
59351	1	478
59352	0	40
59352	1	387
59353	0	32
59353	1	384
59354	0	23
59354	1	326
59355	0	32
59355	1	406
59356	0	22
59356	1	370
59357	0	41
59357	1	252
59358	0	30
59358	1	206
59359	0	21
59359	1	319
59360	0	33
59360	1	436
59361	0	32
59361	1	401
59362	0	40
59362	1	342
59363	0	32
59363	1	233
59364	0	36
59364	1	299
59365	0	37
59365	1	270
59366	0	48
59366	1	495
59367	0	21
59367	1	179
59368	0	8
59368	1	326
59369	0	35
59369	1	356
59370	0	43
59370	1	375
59371	0	30
59371	1	308
59372	0	54
59372	1	379
59373	0	39
59373	1	469
59374	0	16
59374	1	300
59375	0	17
59375	1	235
59376	0	25
59376	1	280
59377	0	29
59377	1	226
59378	0	29
59378	1	369
59379	0	42
59379	1	456
59380	0	28
59380	1	338
59381	0	30
59381	1	275
59382	0	27
59382	1	238
59383	0	46
59383	1	293
59384	0	47
59384	1	330
59385	0	34
59385	1	416
59386	0	21
59386	1	242
59387	0	31
59387	1	423
59388	0	44
59388	1	374
59389	0	28
59389	1	405
59390	0	32
59390	1	467
59391	0	25
59391	1	159
59392	0	31
59392	1	199
59393	0	24
59393	1	203
59394	0	30
59394	1	226
59395	0	35
59395	1	233
59396	0	26
59396	1	176
59397	0	32
59397	1	320
59398	0	10
59398	1	74
59399	0	45
59399	1	408
59400	0	35
59400	1	254
59401	0	32
59401	1	416
59402	0	29
59402	1	380
59403	0	59
59403	1	595
59404	0	21
59404	1	362
59405	0	90
59405	1	754
59406	0	30
59406	1	439
59407	0	25
59407	1	216
59408	0	20
59408	1	220
59409	0	25
59409	1	284
59410	0	21
59410	1	488
59411	0	35
59411	1	256
59412	0	42
59412	1	213
59413	0	32
59413	1	324
59414	0	55
59414	1	360
59415	0	11
59415	1	128
59416	0	89
59416	1	624
59417	0	21
59417	1	292
59418	0	44
59418	1	254
59419	0	15
59419	1	84
59420	0	10
59420	1	268
59421	0	21
59421	1	374
59422	0	21
59422	1	254
59423	0	49
59423	1	482
59424	0	34
59424	1	605
59425	0	16
59425	1	307
59426	0	29
59426	1	228
59427	0	24
59427	1	293
59428	0	2
59428	1	152
59429	0	24
59429	1	569
59430	0	7
59430	1	284
59431	0	29
59431	1	589
59432	0	35
59432	1	338
59433	0	10
59433	1	137
59434	0	8
59434	1	289
59435	0	39
59435	1	373
59436	0	34
59436	1	294
59437	0	41
59437	1	214
59438	0	22
59438	1	252
59439	0	24
59439	1	198
59440	0	0
59440	1	6
59441	0	19
59441	1	294
59442	0	57
59442	1	362
59443	0	52
59443	1	345
59444	0	17
59444	1	230
59445	0	33
59445	1	354
59446	0	9
59446	1	153
59447	0	36
59447	1	218
59448	0	61
59448	1	409
59449	0	44
59449	1	450
59450	0	34
59450	1	316
59451	0	34
59451	1	246
59452	0	0
59452	1	0
59453	0	43
59453	1	322
59454	0	17
59454	1	345
59455	0	64
59455	1	451
59456	0	29
59456	1	208
59457	0	0
59457	1	0
59458	0	62
59458	1	502
59459	0	19
59459	1	267
59460	0	8
59460	1	56
59461	0	50
59461	1	302
59462	0	34
59462	1	271
59463	0	19
59463	1	206
59464	0	24
59464	1	195
59465	0	28
59465	1	492
59466	0	24
59466	1	277
59467	0	66
59467	1	400
59468	0	24
59468	1	85
59469	0	17
59469	1	251
59470	0	27
59470	1	150
59471	0	70
59471	1	392
59472	0	55
59472	1	533
59473	0	14
59473	1	370
59474	0	57
59474	1	386
59475	0	34
59475	1	231
59476	0	18
59476	1	121
59477	0	28
59477	1	360
59478	0	24
59478	1	293
59479	0	12
59479	1	310
59480	0	16
59480	1	143
59481	0	12
59481	1	161
59482	0	14
59482	1	246
59483	0	23
59483	1	356
59484	0	26
59484	1	367
59485	0	71
59485	1	482
59486	0	0
59486	1	0
59487	0	37
59487	1	309
59488	0	99
59488	1	265
59489	0	52
59489	1	338
59490	0	33
59490	1	306
59491	0	51
59491	1	373
59492	0	7
59492	1	180
59493	0	22
59493	1	155
59494	0	7
59494	1	138
59495	0	25
59495	1	307
59496	0	16
59496	1	193
59497	0	53
59497	1	306
59498	0	20
59498	1	234
59499	0	28
59499	1	378
59500	0	41
59500	1	437
59501	0	0
59501	1	8
59502	0	34
59502	1	467
59503	0	23
59503	1	287
59504	0	23
59504	1	393
59505	0	14
59505	1	277
59506	0	20
59506	1	351
59507	0	32
59507	1	282
59508	0	20
59508	1	202
59509	0	24
59509	1	226
59510	0	25
59510	1	301
59511	0	21
59511	1	476
59512	0	110
59512	1	338
59513	0	30
59513	1	333
59514	0	17
59514	1	238
59515	0	28
59515	1	404
59516	0	40
59516	1	520
59517	0	51
59517	1	444
59518	0	75
59518	1	533
59519	0	4
59519	1	4
59520	0	40
59520	1	230
59521	0	33
59521	1	375
59522	0	44
59522	1	457
59523	0	39
59523	1	508
59524	0	22
59524	1	205
59525	0	111
59525	1	560
59526	0	16
59526	1	192
59527	0	48
59527	1	239
59528	0	39
59528	1	298
59529	0	35
59529	1	249
59530	0	36
59530	1	395
59531	0	46
59531	1	298
59532	0	36
59532	1	420
59533	0	65
59533	1	618
59534	0	27
59534	1	311
59535	0	30
59535	1	339
59536	0	46
59536	1	420
59537	0	39
59537	1	260
59538	0	30
59538	1	316
59539	0	24
59539	1	243
59540	0	94
59540	1	416
59541	0	51
59541	1	458
59542	0	67
59542	1	389
59543	0	65
59543	1	456
59544	0	41
59544	1	357
59545	0	56
59545	1	606
59546	0	37
59546	1	378
59547	0	60
59547	1	356
59548	0	0
59548	1	0
59549	0	45
59549	1	382
59550	0	28
59550	1	221
59551	0	16
59551	1	276
59552	0	24
59552	1	170
59553	0	22
59553	1	404
59554	0	31
59554	1	391
59555	0	21
59555	1	287
59556	0	58
59556	1	625
59557	0	41
59557	1	492
59558	0	110
59558	1	334
59559	0	59
59559	1	493
59560	0	31
59560	1	379
59561	0	56
59561	1	352
59562	0	43
59562	1	648
59563	0	75
59563	1	510
59564	0	43
59564	1	264
59565	0	40
59565	1	407
59566	0	41
59566	1	289
59567	0	26
59567	1	341
59568	0	46
59568	1	479
59569	0	65
59569	1	483
59570	0	50
59570	1	501
59571	0	21
59571	1	359
59572	0	25
59572	1	366
59573	0	40
59573	1	265
59574	0	0
59574	1	5
59575	0	40
59575	1	266
59576	0	54
59576	1	306
59577	0	49
59577	1	289
59578	0	45
59578	1	317
59579	0	8
59579	1	64
59580	0	29
59580	1	190
59581	0	34
59581	1	213
59582	0	52
59582	1	295
59583	0	0
59583	1	4
59584	0	49
59584	1	239
59585	0	94
59585	1	379
59586	0	0
59586	1	0
59587	0	14
59587	1	130
59588	0	206
59588	1	311
59589	0	19
59589	1	173
59590	0	32
59590	1	243
59591	0	13
59591	1	129
59592	0	40
59592	1	226
59593	0	18
59593	1	179
59594	0	47
59594	1	395
59595	0	35
59595	1	289
59596	0	0
59596	1	0
59597	0	39
59597	1	400
59598	0	13
59598	1	223
59599	0	13
59599	1	282
59600	0	22
59600	1	182
59601	0	15
59601	1	191
59602	0	0
59602	1	0
59603	0	28
59603	1	250
59604	0	50
59604	1	327
59605	0	24
59605	1	248
59606	0	19
59606	1	258
59607	0	51
59607	1	540
59608	0	19
59608	1	524
59609	0	23
59609	1	331
59610	0	67
59610	1	517
59611	0	31
59611	1	468
59612	0	48
59612	1	327
59613	0	30
59613	1	377
59614	0	25
59614	1	351
59615	0	26
59615	1	226
59616	0	43
59616	1	454
59617	0	11
59617	1	327
59618	0	27
59618	1	419
59619	0	18
59619	1	407
59620	0	34
59620	1	279
59621	0	46
59621	1	384
59622	0	28
59622	1	373
59623	0	22
59623	1	283
59624	0	23
59624	1	106
59625	0	41
59625	1	347
59626	0	26
59626	1	169
59627	0	56
59627	1	364
59628	0	29
59628	1	50
59629	0	0
59629	1	0
59630	0	0
59630	1	4
59631	0	22
59631	1	280
59632	0	27
59632	1	242
59633	0	66
59633	1	345
59634	0	52
59634	1	299
59635	0	34
59635	1	342
59636	0	48
59636	1	394
59637	0	36
59637	1	511
59638	0	42
59638	1	414
59639	0	44
59639	1	314
59640	0	8
59640	1	230
59641	0	34
59641	1	292
59642	0	15
59642	1	148
59643	0	57
59643	1	400
59644	0	90
59644	1	696
59645	0	20
59645	1	374
59646	0	28
59646	1	315
59647	0	40
59647	1	244
59648	0	21
59648	1	289
59649	0	44
59649	1	431
59650	0	33
59650	1	305
59651	0	28
59651	1	236
59652	0	21
59652	1	215
59653	0	42
59653	1	388
59654	0	53
59654	1	530
59655	0	56
59655	1	274
59656	0	14
59656	1	152
59657	0	10
59657	1	165
59658	0	50
59658	1	555
59659	0	41
59659	1	254
59660	0	19
59660	1	203
59661	0	24
59661	1	345
59662	0	12
59662	1	192
59663	0	18
59663	1	260
59664	0	33
59664	1	333
59665	0	39
59665	1	526
59666	0	31
59666	1	568
59667	0	18
59667	1	217
59668	0	47
59668	1	292
59669	0	23
59669	1	239
59670	0	4
59670	1	217
59671	0	18
59671	1	255
59672	0	21
59672	1	229
59673	0	28
59673	1	270
59674	0	20
59674	1	215
59675	0	45
59675	1	358
59676	0	9
59676	1	228
59677	0	25
59677	1	382
59678	0	23
59678	1	380
59679	0	19
59679	1	163
59680	0	40
59680	1	447
59681	0	9
59681	1	244
59682	0	15
59682	1	289
59683	0	18
59683	1	303
59684	0	18
59684	1	91
59685	0	19
59685	1	318
59686	0	25
59686	1	218
59687	0	13
59687	1	240
59688	0	7
59688	1	223
59689	0	25
59689	1	300
59690	0	44
59690	1	428
59691	0	35
59691	1	468
59692	0	17
59692	1	327
59693	0	29
59693	1	328
59694	0	31
59694	1	411
59695	0	43
59695	1	402
59696	0	0
59696	1	34
59697	0	34
59697	1	456
59698	0	53
59698	1	346
59699	0	7
59699	1	246
59700	0	15
59700	1	268
59701	0	4
59701	1	273
59702	0	26
59702	1	191
59703	0	27
59703	1	403
59704	0	6
59704	1	134
59705	0	-1
59705	1	163
59706	0	14
59706	1	392
59707	0	9
59707	1	172
59708	0	16
59708	1	231
59709	0	24
59709	1	404
59710	0	26
59710	1	319
59711	0	29
59711	1	410
59712	0	21
59712	1	367
59713	0	11
59713	1	319
59714	0	38
59714	1	458
59715	0	39
59715	1	449
59716	0	66
59716	1	596
59717	0	36
59717	1	231
59718	0	22
59718	1	305
59719	0	24
59719	1	328
59720	0	70
59720	1	450
59721	0	62
59721	1	302
59722	0	21
59722	1	269
59723	0	24
59723	1	275
59724	0	8
59724	1	108
59725	0	34
59725	1	443
59726	0	41
59726	1	410
59727	0	31
59727	1	387
59728	0	51
59728	1	392
59729	0	11
59729	1	187
59730	0	0
59730	1	0
59731	0	13
59731	1	307
59732	0	16
59732	1	250
59733	0	12
59733	1	239
59734	0	19
59734	1	362
59735	0	36
59735	1	314
59736	0	18
59736	1	246
59737	0	43
59737	1	512
59738	0	40
