SA1_internal_2021	medianTotalHouseholdIncome
33905	44668
33906	39780
33907	63336
33908	60112
33909	55692
33910	55484
33911	115960
33912	76856
33913	71500
33914	94692
33915	67236
33916	58500
33917	70772
33918	52936
33919	46332
33920	43160
33921	68588
33922	82472
33923	109720
33924	67600
33925	55744
33926	45292
33927	83200
33928	79612
33929	54704
33930	57200
33931	54964
33932	57408
33933	61308
33934	59332
33935	52728
33936	41132
33937	52572
33938	54288
33939	58500
33940	49140
33941	54652
33942	38428
33943	52416
33944	58500
33945	47736
33946	126256
33947	99112
33948	65520
33949	68224
33950	84500
33951	114504
33952	122512
33953	96668
33954	113256
33955	100048
33956	105404
33957	126724
33958	102180
33959	76440
33960	109408
33961	90532
33962	68692
33963	77584
33964	106444
33965	36036
33966	97500
33967	101348
33968	100152
33969	59540
33970	88192
33971	73632
33972	106340
33973	91520
33974	79456
33975	93444
33976	124904
33977	131508
33978	84864
33979	127348
33980	93964
33981	104832
33982	99372
33983	125060
33984	121316
33985	124072
33986	125632
33987	81016
33988	67860
33989	95316
33990	97448
33991	75348
33992	115544
33993	55224
33994	110448
33995	84500
33996	78416
33997	80600
33998	126724
33999	75140
34000	82524
34001	139724
34002	47164
34003	66092
34004	117000
34005	72280
34006	43264
34007	113516
34008	151060
34009	144248
34010	105976
34011	95836
34012	76024
34013	72072
34014	49452
34015	144820
34016	63492
34017	111332
34018	100048
34019	73476
34020	120068
34021	109304
34022	79040
34023	58916
34024	83564
34025	65364
34026	88088
34027	144144
34028	77324
34029	70200
34030	114140
34031	53612
34032	72176
34033	73008
34034	88816
34035	127348
34036	33436
34037	115232
34038	74724
34039	78884
34040	68432
34041	63908
34042	91832
34043	51324
34044	59852
34045	59696
34046	108316
34047	79300
34048	68380
34049	60528
34050	83408
34051	76648
34052	74724
34053	68536
34054	60840
34055	54964
34056	64376
34057	54184
34058	58500
34059	48308
34060	69992
34061	59176
34062	43472
34063	62816
34064	79872
34065	78884
34066	96200
34067	92612
34068	72020
34069	54860
34070	63752
34071	69316
34072	61568
34073	40560
34074	59332
34075	48048
34076	65520
34077	82628
34078	86112
34079	75816
34080	102180
34081	76648
34082	71500
34083	97500
34084	53924
34085	42068
34086	100256
34087	36868
34088	46020
34089	74984
34090	75244
34091	74360
34092	55744
34093	47008
34094	43628
34095	44200
34096	57824
34097	66248
34098	66664
34099	78520
34100	64376
34101	74048
34102	90428
34103	119132
34104	108056
34105	101348
34106	51376
34107	60996
34108	65728
34109	76700
34110	75816
34111	92092
34112	114192
34113	106028
34114	87152
34115	68224
34116	45864
34117	54652
34118	61360
34119	63752
34120	75400
34121	78416
34122	68536
34123	68900
34124	82836
34125	73736
34126	106600
34127	96564
34128	67184
34129	63544
34130	94796
34131	67860
34132	90116
34133	107224
34134	76856
34135	70200
34136	60892
34137	42172
34138	85176
34139	83200
34140	99112
34141	73320
34142	
34143	100048
34144	76336
34145	99112
34146	91884
34147	76856
34148	48620
34149	57304
34150	55796
34151	36712
34152	47944
34153	66612
34154	56316
34155	58864
34156	59020
34157	50544
34158	48256
34159	47372
34160	57876
34161	68588
34162	40456
34163	111800
34164	143000
34165	68900
34166	38168
34167	47372
34168	46488
34169	53508
34170	79248
34171	55432
34172	53300
34173	44876
34174	80184
34175	74048
34176	45864
34177	94224
34178	57408
34179	80756
34180	60840
34181	80600
34182	53976
34183	73788
34184	67184
34185	81796
34186	68900
34187	66196
34188	62608
34189	51064
34190	67756
34191	67756
34192	55536
34193	62816
34194	51168
34195	59176
34196	48308
34197	54340
34198	58500
34199	42900
34200	72384
34201	64012
34202	84500
34203	66872
34204	75088
34205	75348
34206	64012
34207	100724
34208	50024
34209	40196
34210	40716
34211	48412
34212	95628
34213	74256
34214	86892
34215	55640
34216	56056
34217	61412
34218	51480
34219	41236
34220	43472
34221	59124
34222	43316
34223	102492
34224	76076
34225	76648
34226	50752
34227	36712
34228	37128
34229	63960
34230	53612
34231	58500
34232	81900
34233	105716
34234	85748
34235	53716
34236	99840
34237	91728
34238	94588
34239	99112
34240	124748
34241	148044
34242	85124
34243	62608
34244	54756
34245	89856
34246	75348
34247	110500
34248	23400
34249	63336
34250	95524
34251	85748
34252	98748
34253	102336
34254	66092
34255	71500
34256	74152
34257	68224
34258	76024
34259	120224
34260	93184
34261	43472
34262	92300
34263	53612
34264	44200
34265	65520
34266	58916
34267	55224
34268	84500
34269	66300
34270	54392
34271	52416
34272	23400
34273	286000
34274	52676
34275	68900
34276	13624
34277	67132
34278	55224
34279	68224
34280	76492
34281	65728
34282	53092
34283	108940
34284	
34285	77012
34286	66612
34287	46800
34288	47788
34289	46800
34290	40144
34291	85488
34292	93288
34293	91572
34294	91572
34295	73216
34296	48516
34297	52572
34298	75192
34299	69628
34300	92300
34301	137072
34302	83096
34303	73008
34304	78572
34305	62088
34306	52936
34307	59176
34308	53924
34309	66612
34310	40248
34311	53300
34312	63440
34313	60840
34314	64428
34315	49244
34316	56732
34317	55952
34318	70408
34319	65624
34320	73632
34321	74724
34322	43524
34323	106080
34324	46540
34325	66508
34326	51688
34327	73372
34328	58708
34329	41132
34330	76336
34331	48516
34332	73476
34333	81588
34334	55224
34335	62088
34336	62504
34337	63544
34338	74048
34339	68796
34340	82316
34341	79612
34342	50544
34343	56056
34344	54080
34345	83044
34346	99112
34347	78884
34348	84500
34349	78416
34350	49712
34351	83408
34352	50076
34353	53560
34354	51324
34355	88036
34356	31928
34357	80444
34358	72696
34359	53404
34360	40976
34361	45344
34362	93132
34363	99372
34364	62192
34365	49348
34366	107068
34367	51532
34368	80184
34369	68588
34370	69004
34371	106808
34372	74516
34373	78520
34374	61048
34375	69524
34376	86112
34377	42588
34378	81224
34379	79612
34380	55536
34381	44408
34382	56472
34383	50024
34384	49816
34385	83668
34386	63076
34387	71500
34388	43680
34389	49868
34390	41288
34391	46384
34392	68900
34393	67600
34394	62920
34395	71500
34396	51064
34397	52936
34398	39624
34399	54756
34400	45396
34401	53612
34402	44200
34403	50960
34404	44044
34405	58500
34406	102856
34407	60216
34408	59176
34409	69316
34410	64428
34411	80184
34412	70200
34413	66456
34414	61360
34415	70044
34416	68692
34417	56524
34418	54340
34419	50804
34420	64220
34421	60320
34422	41912
34423	47268
34424	51532
34425	92040
34426	43316
34427	66924
34428	50648
34429	43056
34430	46800
34431	68224
34432	63024
34433	55224
34434	55224
34435	63440
34436	
34437	66248
34438	93808
34439	58500
34440	111592
34441	102336
34442	61724
34443	77324
34444	52520
34445	
34446	63024
34447	79144
34448	80756
34449	70200
34450	93704
34451	64116
34452	67340
34453	53976
34454	72488
34455	97500
34456	97500
34457	69212
34458	67444
34459	54288
34460	48256
34461	62504
34462	87724
34463	100724
34464	100308
34465	47372
34466	62816
34467	122876
34468	66144
34469	72176
34470	71188
34471	67184
34472	76492
34473	69316
34474	71500
34475	68224
34476	85384
34477	76440
34478	80132
34479	95940
34480	80600
34481	92040
34482	106860
34483	52832
34484	57044
34485	50908
34486	85384
34487	75660
34488	54756
34489	48724
34490	63440
34491	94224
34492	72280
34493	76804
34494	49868
34495	59020
34496	54184
34497	59696
34498	45500
34499	45032
34500	61724
34501	66300
34502	69784
34503	39624
34504	49868
34505	45500
34506	53456
34507	64636
34508	95316
34509	67496
34510	71084
34511	76180
34512	66144
34513	61724
34514	44876
34515	95992
34516	50648
34517	105300
34518	57356
34519	67444
34520	57876
34521	58916
34522	119548
34523	
34524	77636
34525	97500
34526	83408
34527	109564
34528	83200
34529	60892
34530	89336
34531	95316
34532	107900
34533	60112
34534	111280
34535	105976
34536	60892
34537	67600
34538	90116
34539	40144
34540	62816
34541	55224
34542	60840
34543	47788
34544	55016
34545	39936
34546	73476
34547	94224
34548	73892
34549	
34550	102856
34551	94224
34552	71968
34553	63752
34554	68224
34555	50804
34556	67912
34557	56160
34558	76752
34559	38636
34560	61412
34561	94900
34562	92248
34563	70200
34564	94588
34565	55224
34566	50752
34567	87724
34568	78936
34569	79300
34570	72072
34571	48932
34572	89076
34573	85748
34574	107016
34575	111436
34576	92248
34577	65728
34578	70876
34579	52572
34580	84500
34581	43056
34582	55224
34583	54652
34584	40144
34585	94536
34586	58500
34587	81900
34588	85644
34589	
34590	65416
34591	64324
34592	69732
34593	67184
34594	71500
34595	64428
34596	43992
34597	38012
34598	41132
34599	42588
34600	52936
34601	53404
34602	67184
34603	51324
34604	56836
34605	54184
34606	79300
34607	39936
34608	72748
34609	69316
34610	46384
34611	54080
34612	68432
34613	37232
34614	37700
34615	48828
34616	59020
34617	62504
34618	97916
34619	45604
34620	103012
34621	70044
34622	50232
34623	61048
34624	96200
34625	53248
34626	75920
34627	75348
34628	81900
34629	102336
34630	78936
34631	97500
34632	107900
34633	69472
34634	94224
34635	96408
34636	83408
34637	72280
34638	54184
34639	65936
34640	71500
34641	90012
34642	82628
34643	83772
34644	43056
34645	73112
34646	56836
34647	56108
34648	50544
34649	70564
34650	49192
34651	44460
34652	51168
34653	56316
34654	65832
34655	72540
34656	70200
34657	82316
34658	81692
34659	74724
34660	49660
34661	60008
34662	56680
34663	65884
34664	67964
34665	53872
34666	
34667	43004
34668	49348
34669	45396
34670	55900
34671	54496
34672	42016
34673	44876
34674	60112
34675	40716
34676	47944
34677	106600
34678	75504
34679	49972
34680	62608
34681	64116
34682	54028
34683	82628
34684	92872
34685	60216
34686	70616
34687	45396
34688	69472
34689	49348
34690	48256
34691	43940
34692	60372
34693	61412
34694	57928
34695	80964
34696	61724
34697	54756
34698	65416
34699	57512
34700	72904
34701	43108
34702	45292
34703	84448
34704	51376
34705	84500
34706	
34707	
34708	31304
34709	91780
34710	128440
34711	43680
34712	100724
34713	54132
34714	84500
34715	78624
34716	78884
34717	99268
34718	101504
34719	114244
34720	76752
34721	
34722	81224
34723	72488
34724	81640
34725	76336
34726	65572
34727	72384
34728	86112
34729	48256
34730	129480
34731	81744
34732	65364
34733	53612
34734	59072
34735	55536
34736	46488
34737	34424
34738	79092
34739	80184
34740	75244
34741	63076
34742	51012
34743	81432
34744	54288
34745	108316
34746	83720
34747	110344
34748	91936
34749	86892
34750	51064
34751	50232
34752	79196
34753	121056
34754	108316
34755	84500
34756	99320
34757	117000
34758	97500
34759	84968
34760	81900
34761	63648
34762	77116
34763	66716
34764	77220
34765	94224
34766	88504
34767	92872
34768	44200
34769	63492
34770	46800
34771	56524
34772	66300
34773	50232
34774	66612
34775	86632
34776	101816
34777	73112
34778	56004
34779	104936
34780	64116
34781	100152
34782	83200
34783	59904
34784	72748
34785	73216
34786	67704
34787	93496
34788	50232
34789	65416
34790	57876
34791	99320
34792	91884
34793	79248
34794	98228
34795	49660
34796	91624
34797	130624
34798	106288
34799	70460
34800	97500
34801	126412
34802	124228
34803	93600
34804	108784
34805	114088
34806	113776
34807	106236
34808	81224
34809	51532
34810	126724
34811	121316
34812	110656
34813	119756
34814	104676
34815	97500
34816	91624
34817	47060
34818	56316
34819	52572
34820	63752
34821	67756
34822	96304
34823	84500
34824	60216
34825	36972
34826	61724
34827	58032
34828	57460
34829	69472
34830	54652
34831	94224
34832	69420
34833	92612
34834	59904
34835	51012
34836	105508
34837	48412
34838	69316
34839	56524
34840	97500
34841	60840
34842	53248
34843	39884
34844	57356
34845	62556
34846	49192
34847	47736
34848	75816
34849	50336
34850	86112
34851	73632
34852	70252
34853	63492
34854	67860
34855	57460
34856	82004
34857	54704
34858	45552
34859	109200
34860	62920
34861	94432
34862	76648
34863	95316
34864	100724
34865	46020
34866	40248
34867	48152
34868	43680
34869	50388
34870	71500
34871	78676
34872	49088
34873	91780
34874	70200
34875	39520
34876	58500
34877	100724
34878	70460
34879	81224
34880	56316
34881	77376
34882	86112
34883	88816
34884	36504
34885	64220
34886	88504
34887	50076
34888	57304
34889	70460
34890	68796
34891	66872
34892	56576
34893	50804
34894	50024
34895	55068
34896	113048
34897	100724
34898	55796
34899	62088
34900	112268
34901	49712
34902	62296
34903	72384
34904	61724
34905	54236
34906	50544
34907	66612
34908	70044
34909	78468
34910	67496
34911	51740
34912	64012
34913	68484
34914	58500
34915	98488
34916	11024000
34917	
34918	49036
34919	56316
34920	52416
34921	58500
34922	
34923	61048
34924	53612
34925	55224
34926	46904
34927	92092
34928	56576
34929	68588
34930	73008
34931	
34932	67444
34933	94224
34934	95732
34935	60216
34936	46332
34937	51324
34938	49348
34939	72540
34940	104676
34941	74516
34942	45032
34943	101816
34944	100724
34945	73112
34946	51532
34947	74412
34948	49816
34949	60216
34950	91520
34951	39468
34952	42224
34953	56992
34954	41912
34955	44460
34956	74724
34957	75088
34958	75504
34959	85852
34960	50804
34961	91884
34962	65936
34963	99632
34964	75608
34965	88608
34966	101348
34967	57044
34968	70824
34969	80756
34970	92872
34971	96044
34972	72904
34973	55016
34974	56836
34975	94692
34976	78676
34977	57564
34978	42380
34979	62660
34980	66612
34981	41184
34982	55536
34983	95732
34984	72228
34985	74308
34986	62088
34987	55224
34988	110708
34989	56992
34990	62868
34991	55380
34992	49868
34993	78416
34994	94588
34995	50180
34996	62088
34997	60216
34998	89960
34999	63024
35000	55692
35001	57356
35002	61360
35003	47164
35004	51584
35005	90428
35006	74724
35007	53872
35008	41912
35009	40144
35010	76076
35011	49348
35012	57044
35013	55224
35014	68068
35015	93444
35016	78572
35017	97500
35018	63232
35019	78520
35020	87724
35021	79248
35022	73632
35023	80340
35024	89336
35025	69524
35026	63752
35027	60112
35028	102336
35029	61724
35030	82836
35031	39416
35032	97500
35033	66612
35034	49140
35035	73944
35036	91936
35037	83044
35038	66248
35039	50128
35040	74724
35041	39728
35042	37700
35043	63752
35044	50856
35045	62244
35046	88816
35047	82056
35048	97500
35049	66612
35050	70824
35051	91572
35052	69108
35053	71500
35054	88816
35055	58968
35056	92300
35057	66612
35058	56420
35059	95836
35060	102752
35061	71500
35062	61360
35063	52624
35064	77428
35065	86424
35066	69628
35067	58032
35068	57564
35069	85748
35070	81224
35071	94224
35072	66300
35073	87724
35074	92924
35075	57252
35076	56732
35077	67184
35078	55588
35079	58500
35080	68224
35081	65832
35082	70564
35083	61724
35084	60216
35085	66612
35086	119860
35087	46800
35088	87724
35089	70980
35090	70876
35091	95212
35092	45292
35093	52364
35094	93756
35095	92092
35096	106600
35097	104780
35098	97500
35099	83564
35100	73112
35101	98384
35102	99944
35103	87724
35104	76336
35105	92092
35106	100724
35107	73892
35108	58448
35109	47580
35110	98020
35111	66716
35112	79352
35113	65624
35114	112944
35115	91416
35116	
35117	85540
35118	92196
35119	101088
35120	83044
35121	87880
35122	105300
35123	73424
35124	70044
35125	83200
35126	61724
35127	82316
35128	89180
35129	70876
35130	86320
35131	86632
35132	74048
35133	66248
35134	40664
35135	90012
35136	102336
35137	118820
35138	
35139	80288
35140	96616
35141	127452
35142	67808
35143	56836
35144	53924
35145	73112
35146	50908
35147	73112
35148	83304
35149	67340
35150	100724
35151	111800
35152	76440
35153	62608
35154	73112
35155	68692
35156	71968
35157	80184
35158	92456
35159	78624
35160	55432
35161	82836
35162	52780
35163	42224
35164	99632
35165	48620
35166	104572
35167	57408
35168	75712
35169	52416
35170	100360
35171	56836
35172	68900
35173	60788
35174	57876
35175	65468
35176	89336
35177	89232
35178	106340
35179	80704
35180	57876
35181	80600
35182	70616
35183	74308
35184	47216
35185	102648
35186	72124
35187	
35188	117000
35189	116272
35190	109564
35191	102752
35192	104728
35193	119392
35194	85540
35195	73736
35196	135980
35197	75504
35198	45500
35199	62816
35200	70876
35201	68900
35202	50544
35203	69836
35204	47788
35205	63908
35206	
35207	50024
35208	70304
35209	66456
35210	68432
35211	116480
35212	73944
35213	92196
35214	77064
35215	68588
35216	52988
35217	84968
35218	57616
35219	72644
35220	71500
35221	87724
35222	73476
35223	66300
35224	99112
35225	58500
35226	64584
35227	76440
35228	79820
35229	
35230	
35231	
35232	
35233	141700
35234	117000
35235	107692
35236	114296
35237	61048
35238	115700
35239	87724
35240	99320
35241	91416
35242	101348
35243	95576
35244	77376
35245	99632
35246	97812
35247	91624
35248	65260
35249	71916
35250	97916
35251	94224
35252	87048
35253	100048
35254	130780
35255	69680
35256	92092
35257	97500
35258	88192
35259	99632
35260	96772
35261	86320
35262	79092
35263	108940
35264	68224
35265	80860
35266	96668
35267	96772
35268	112112
35269	102752
35270	89648
35271	103220
35272	93184
35273	114816
35274	124956
35275	
35276	
35277	101504
35278	137800
35279	184132
35280	132600
35281	131248
35282	158860
35283	148980
35284	159692
35285	159224
35286	164632
35287	189800
35288	88348
35289	110968
35290	131092
35291	123448
35292	101816
35293	117000
35294	113724
35295	138632
35296	148148
35297	110968
35298	149032
35299	145132
35300	84500
35301	40768
35302	102752
35303	117000
35304	136500
35305	137904
35306	99892
35307	138996
35308	130884
35309	97500
35310	94692
35311	101348
35312	99216
35313	110500
35314	116688
35315	108004
35316	113412
35317	80912
35318	92768
35319	113360
35320	117832
35321	117000
35322	143000
35323	113828
35324	364000
35325	21684
35326	39156
35327	106184
35328	104780
35329	122668
35330	38272
35331	101816
35332	65884
35333	119028
35334	117000
35335	100256
35336	114764
35337	55016
35338	63856
35339	89076
35340	69836
35341	66508
35342	61828
35343	75244
35344	96564
35345	74724
35346	107640
35347	104572
35348	81224
35349	106184
35350	118352
35351	138112
35352	98280
35353	96824
35354	94484
35355	93704
35356	127348
35357	82628
35358	91728
35359	140400
35360	86892
35361	127192
35362	81224
35363	142272
35364	132808
35365	143000
35366	118144
35367	93444
35368	98956
35369	71500
35370	
35371	112788
35372	98072
35373	60632
35374	71916
35375	88088
35376	78624
35377	66404
35378	45240
35379	123916
35380	123708
35381	118820
35382	95992
35383	119392
35384	101816
35385	71500
35386	55900
35387	68744
35388	41444
35389	94224
35390	66040
35391	156832
35392	105872
35393	112840
35394	125996
35395	70304
35396	87568
35397	79456
35398	134940
35399	101504
35400	106756
35401	108524
35402	117000
35403	124436
35404	99736
35405	107692
35406	112372
35407	150748
35408	113360
35409	141544
35410	132756
35411	170248
35412	109772
35413	93288
35414	
35415	76024
35416	91780
35417	98904
35418	99840
35419	86112
35420	65624
35421	77428
35422	78936
35423	101192
35424	115128
35425	77480
35426	121576
35427	89076
35428	39312
35429	65520
35430	88192
35431	80704
35432	77636
35433	63336
35434	86424
35435	85904
35436	165100
35437	175448
35438	44668
35439	55952
35440	
35441	117000
35442	43264
35443	53560
35444	128492
35445	160888
35446	92092
35447	178256
35448	234780
35449	127348
35450	56732
35451	39780
35452	48932
35453	74256
35454	66872
35455	113568
35456	144404
35457	105248
35458	120068
35459	128180
35460	81068
35461	143884
35462	131872
35463	97500
35464	31616
35465	138268
35466	59696
35467	97500
35468	98124
35469	70044
35470	67288
35471	87152
35472	80028
35473	119392
35474	95732
35475	102336
35476	87048
35477	100360
35478	132756
35479	131144
35480	122304
35481	113412
35482	133380
35483	
35484	99632
35485	125008
35486	119132
35487	119860
35488	122720
35489	89336
35490	101088
35491	78780
35492	
35493	101504
35494	135200
35495	126152
35496	75504
35497	138632
35498	133588
35499	107952
35500	110864
35501	125008
35502	85020
35503	107120
35504	110760
35505	121836
35506	100724
35507	133796
35508	111800
35509	131144
35510	109200
35511	134316
35512	143988
35513	133692
35514	157612
35515	174928
35516	123448
35517	121576
35518	169000
35519	111280
35520	134784
35521	124852
35522	133224
35523	140192
35524	162500
35525	98384
35526	119132
35527	143728
35528	165256
35529	120588
35530	105300
35531	130624
35532	128648
35533	116220
35534	106600
35535	93756
35536	113724
35537	133016
35538	105820
35539	105768
35540	106444
35541	104832
35542	178724
35543	149448
35544	31668
35545	95628
35546	93184
35547	117520
35548	158756
35549	146952
35550	123448
35551	130988
35552	145132
35553	134316
35554	107900
35555	135772
35556	98384
35557	122408
35558	83876
35559	84500
35560	34008
35561	105404
35562	133692
35563	132184
35564	109512
35565	130884
35566	131768
35567	124176
35568	137644
35569	75816
35570	70096
35571	112112
35572	103220
35573	45032
35574	110292
35575	96772
35576	108056
35577	71500
35578	82628
35579	113724
35580	69940
35581	109200
35582	45968
35583	66924
35584	34580
35585	117000
35586	105300
35587	90324
35588	84500
35589	113932
35590	
35591	103116
35592	76648
35593	94900
35594	83824
35595	97500
35596	95316
35597	102856
35598	60372
35599	82316
35600	65676
35601	87724
35602	32448
35603	93444
35604	92248
35605	87048
35606	75192
35607	60320
35608	69524
35609	72124
35610	49140
35611	61724
35612	48620
35613	53248
35614	39416
35615	
35616	44200
35617	36972
35618	41808
35619	35672
35620	38740
35621	45344
35622	36244
35623	40092
35624	41860
35625	53300
35626	38116
35627	39416
35628	48776
35629	31304
35630	39988
35631	41392
35632	44200
35633	35880
35634	41964
35635	36192
35636	38324
35637	36920
35638	39468
35639	43420
35640	71448
35641	
35642	105092
35643	101348
35644	108576
35645	85488
35646	151216
35647	157404
35648	25792
35649	135876
35650	159224
35651	150540
35652	61048
35653	89856
35654	118144
35655	119236
35656	120432
35657	109564
35658	120432
35659	118820
35660	110240
35661	117364
35662	183976
35663	88348
35664	113048
35665	113828
35666	114712
35667	113880
35668	105872
35669	99632
35670	102076
35671	134056
35672	115856
35673	118248
35674	89076
35675	114140
35676	84500
35677	111020
35678	124956
35679	116480
35680	111592
35681	48256
35682	115024
35683	111332
35684	90428
35685	110448
35686	181376
35687	166972
35688	158184
35689	141544
35690	87360
35691	124904
35692	117000
35693	112788
35694	124488
35695	86320
35696	127192
35697	98072
35698	81796
35699	111696
35700	76648
35701	128752
35702	103272
35703	118820
35704	101972
35705	130832
35706	94016
35707	96980
35708	124644
35709	199836
35710	99632
35711	121680
35712	50648
35713	101348
35714	78832
35715	109928
35716	104780
35717	98956
35718	
35719	107900
35720	84500
35721	117000
35722	116376
35723	231348
35724	125840
35725	132600
35726	129220
35727	125060
35728	58500
35729	153348
35730	199004
35731	178256
35732	170352
35733	140816
35734	185796
35735	151632
35736	163800
35737	152724
35738	102076
35739	156832
35740	202332
35741	187044
35742	116428
35743	146016
35744	107692
35745	117572
35746	81224
35747	104676
35748	115908
35749	66508
35750	106600
35751	114608
35752	90480
35753	125892
35754	109044
35755	106912
35756	69784
35757	97500
35758	104884
35759	114504
35760	128440
35761	85904
35762	135772
35763	122980
35764	151320
35765	131092
35766	29900
35767	89856
35768	60632
35769	109200
35770	70304
35771	58084
35772	117780
35773	68224
35774	43680
35775	64376
35776	103220
35777	105716
35778	101660
35779	100724
35780	117000
35781	80860
35782	76960
35783	97500
35784	83044
35785	91572
35786	78572
35787	117000
35788	62972
35789	100048
35790	110500
35791	120848
35792	117988
35793	104780
35794	101816
35795	42068
35796	80860
35797	25532
35798	111696
35799	110188
35800	121316
35801	142220
35802	94900
35803	100724
35804	116168
35805	127764
35806	104884
35807	93600
35808	113256
35809	75972
35810	62452
35811	150384
35812	108316
35813	80704
35814	82056
35815	117000
35816	
35817	105612
35818	101816
35819	117000
35820	83408
35821	100724
35822	103220
35823	95316
35824	108576
35825	92040
35826	93496
35827	94692
35828	194948
35829	
35830	104416
35831	112268
35832	96408
35833	115492
35834	144612
35835	101504
35836	171288
35837	69576
35838	95524
35839	89076
35840	110916
35841	117624
35842	134888
35843	127348
35844	167804
35845	197132
35846	173680
35847	172952
35848	206492
35849	111644
35850	164632
35851	191256
35852	118716
35853	182572
35854	36764
35855	126464
35856	215800
35857	165724
35858	172744
35859	148304
35860	161304
35861	176592
35862	77376
35863	102336
35864	171548
35865	104416
35866	107692
35867	111072
35868	69732
35869	30576
35870	113880
35871	78416
35872	101348
35873	106600
35874	101192
35875	
35876	120588
35877	106444
35878	131040
35879	131144
35880	114816
35881	128232
35882	151216
35883	117000
35884	112476
35885	129012
35886	107796
35887	40248
35888	70408
35889	120900
35890	140608
35891	130780
35892	125528
35893	127712
35894	122148
35895	121940
35896	77220
35897	85436
35898	66300
35899	104312
35900	74100
35901	104364
35902	128336
35903	116116
35904	119028
35905	104676
35906	117000
35907	117260
35908	113360
35909	107588
35910	149448
35911	183456
35912	157040
35913	128336
35914	111800
35915	137852
35916	135824
35917	132860
35918	143000
35919	134888
35920	116064
35921	125320
35922	122512
35923	112632
35924	127764
35925	117884
35926	160316
35927	177944
35928	52468
35929	139724
35930	116480
35931	73996
35932	52624
35933	120640
35934	130780
35935	96980
35936	99112
35937	114972
35938	117000
35939	154076
35940	139256
35941	108992
35942	112840
35943	
35944	125632
35945	110864
35946	108108
35947	123136
35948	112008
35949	132756
35950	118612
35951	117000
35952	105456
35953	120432
35954	125632
35955	140816
35956	103064
35957	91468
35958	119340
35959	
35960	25896
35961	41288
35962	61984
35963	30524
35964	38220
35965	95316
35966	104832
35967	80756
35968	65832
35969	74308
35970	72696
35971	67860
35972	81224
35973	
35974	61360
35975	85488
35976	85072
35977	103376
35978	67184
35979	81224
35980	68692
35981	46800
35982	79976
35983	94484
35984	85332
35985	59124
35986	74516
35987	66872
35988	73216
35989	77116
35990	63440
35991	92300
35992	125632
35993	116376
35994	100724
35995	115804
35996	108108
35997	84500
35998	108992
35999	115336
36000	93184
36001	118248
36002	114088
36003	118612
36004	104676
36005	
36006	103220
36007	
36008	133120
36009	133068
36010	101972
36011	115128
36012	127192
36013	112424
36014	123448
36015	71500
36016	114712
36017	104936
36018	100984
36019	101504
36020	122824
36021	112528
36022	105508
36023	
36024	147836
36025	94536
36026	124488
36027	116480
36028	131456
36029	85436
36030	177632
36031	168116
36032	109408
36033	89336
36034	135616
36035	160108
36036	127764
36037	157612
36038	115908
36039	83408
36040	68224
36041	87724
36042	91520
36043	72488
36044	95316
36045	85332
36046	114712
36047	146692
36048	202176
36049	111800
36050	210860
36051	110500
36052	99788
36053	98904
36054	118612
36055	49868
36056	81692
36057	144248
36058	135980
36059	145132
36060	114816
36061	94224
36062	117520
36063	67704
36064	105872
36065	77220
36066	102856
36067	108316
36068	46800
36069	80444
36070	54756
36071	
36072	62660
36073	58500
36074	122460
36075	117780
36076	94900
36077	92092
36078	120796
36079	74048
36080	125632
36081	105508
36082	104936
36083	104572
36084	78884
36085	117520
36086	143000
36087	115336
36088	118248
36089	74984
36090	137592
36091	138944
36092	122668
36093	111904
36094	140816
36095	95108
36096	122356
36097	178932
36098	138112
36099	133900
36100	153660
36101	171860
36102	158600
36103	146848
36104	140400
36105	149448
36106	124748
36107	159016
36108	186992
36109	132600
36110	139932
36111	136500
36112	138840
36113	113620
36114	102492
36115	92976
36116	99476
36117	108576
36118	118040
36119	117884
36120	102336
36121	102076
36122	93340
36123	94536
36124	32760
36125	88920
36126	83980
36127	103116
36128	101088
36129	102544
36130	71864
36131	110760
36132	96460
36133	
36134	100724
36135	18200
36136	88816
36137	104572
36138	97500
36139	117988
36140	110188
36141	132340
36142	141336
36143	102440
36144	120796
36145	161044
36146	81224
36147	87932
36148	70252
36149	151632
36150	134316
36151	158184
36152	117988
36153	110500
36154	136968
36155	110032
36156	150748
36157	
36158	
36159	97500
36160	116116
36161	96564
36162	110500
36163	140816
36164	
36165	117000
36166	104676
36167	120380
36168	137436
36169	115596
36170	119496
36171	111540
36172	115648
36173	89544
36174	113828
36175	143000
36176	146432
36177	96668
36178	106184
36179	91884
36180	138788
36181	159016
36182	141960
36183	142948
36184	115908
36185	89544
36186	167232
36187	82004
36188	68328
36189	107120
36190	97500
36191	102700
36192	171756
36193	81640
36194	154076
36195	77220
36196	
36197	75972
36198	172692
36199	108888
36200	84500
36201	109200
36202	83616
36203	85644
36204	108576
36205	93808
36206	65364
36207	120068
36208	101244
36209	107536
36210	94744
36211	66612
36212	94536
36213	95836
36214	67444
36215	113412
36216	115440
36217	94224
36218	107796
36219	131820
36220	102336
36221	122252
36222	92612
36223	113724
36224	117000
36225	116324
36226	108316
36227	119288
36228	117000
36229	101192
36230	109564
36231	121836
36232	101348
36233	114764
36234	112996
36235	124384
36236	118040
36237	88608
36238	45812
36239	107120
36240	82628
36241	91988
36242	74152
36243	99892
36244	104468
36245	103012
36246	77584
36247	118196
36248	99424
36249	91468
