SA1_internal_2021	medianTotalHouseholdIncome
7795	91832
7796	110500
7797	119808
7798	82056
7799	61828
7800	97500
7801	89440
7802	66768
7803	47788
7804	59020
7805	47788
7806	56472
7807	102960
7808	72748
7809	68796
7810	69212
7811	117000
7812	109564
7813	94900
7814	130988
7815	150436
7816	88088
7817	82524
7818	91728
7819	69940
7820	120692
7821	90116
7822	96772
7823	94224
7824	49556
7825	134056
7826	143000
7827	72332
7828	117000
7829	97500
7830	95316
7831	124436
7832	125268
7833	136604
7834	113724
7835	85072
7836	106860
7837	150904
7838	72748
7839	18200
7840	
7841	76544
7842	144040
7843	169000
7844	69004
7845	49348
7846	56836
7847	70044
7848	73372
7849	121628
7850	65780
7851	68588
7852	66300
7853	32136
7854	64376
7855	80340
7856	52936
7857	42796
7858	65780
7859	94900
7860	65624
7861	83928
7862	40976
7863	63440
7864	91936
7865	39624
7866	41964
7867	59488
7868	49348
7869	88348
7870	116168
7871	90428
7872	98748
7873	108940
7874	109356
7875	83460
7876	91728
7877	85904
7878	48984
7879	86840
7880	97500
7881	100724
7882	117000
7883	98384
7884	84500
7885	113256
7886	62452
7887	38844
7888	38688
7889	48308
7890	40976
7891	72748
7892	42120
7893	71500
7894	55900
7895	84500
7896	71500
7897	95056
7898	78572
7899	79612
7900	76752
7901	74724
7902	73424
7903	131144
7904	63908
7905	94224
7906	88348
7907	77012
7908	50440
7909	74412
7910	72072
7911	56732
7912	55224
7913	37700
7914	75088
7915	60216
7916	143000
7917	158132
7918	85384
7919	
7920	84500
7921	115908
7922	84500
7923	52260
7924	52624
7925	95628
7926	77376
7927	79872
7928	58500
7929	72332
7930	92872
7931	68224
7932	80184
7933	109200
7934	106184
7935	84500
7936	101192
7937	123916
7938	102648
7939	71032
7940	69316
7941	62556
7942	70928
7943	121836
7944	69836
7945	53248
7946	86892
7947	81224
7948	118924
7949	101088
7950	117000
7951	82108
7952	49348
7953	50648
7954	92300
7955	76076
7956	63336
7957	71916
7958	70408
7959	145132
7960	137800
7961	120432
7962	126620
7963	152724
7964	98280
7965	134940
7966	109980
7967	74048
7968	76648
7969	69680
7970	63336
7971	64532
7972	73632
7973	99216
7974	118508
7975	124748
7976	107796
7977	96928
7978	104988
7979	98280
7980	109564
7981	73476
7982	83044
7983	67340
7984	62504
7985	32604
7986	80444
7987	43524
7988	87256
7989	65416
7990	47736
7991	95108
7992	89336
7993	82316
7994	58864
7995	60268
7996	63908
7997	86112
7998	71812
7999	58708
8000	61568
8001	54444
8002	66612
8003	37700
8004	50908
8005	66612
8006	18148
8007	84500
8008	69160
8009	68588
8010	52312
8011	66456
8012	69524
8013	49348
8014	54288
8015	58812
8016	63960
8017	49608
8018	87724
8019	
8020	56992
8021	60632
8022	74412
8023	70200
8024	66612
8025	63856
8026	77220
8027	73268
8028	74724
8029	92924
8030	
8031	99632
8032	105248
8033	65936
8034	94016
8035	62244
8036	110032
8037	94900
8038	65416
8039	63024
8040	42432
8041	96200
8042	48360
8043	119340
8044	95056
8045	58500
8046	88348
8047	102024
8048	47944
8049	53300
8050	45760
8051	61516
8052	64376
8053	85124
8054	78520
8055	61932
8056	47892
8057	134888
8058	110500
8059	50856
8060	59488
8061	66612
8062	100724
8063	84916
8064	65416
8065	72020
8066	105924
8067	118976
8068	110864
8069	61568
8070	63856
8071	76648
8072	72696
8073	76336
8074	69316
8075	73008
8076	29900
8077	103012
8078	89648
8079	173316
8080	81900
8081	89856
8082	69316
8083	85748
8084	37700
8085	51064
8086	39208
8087	37492
8088	40820
8089	60892
8090	51376
8091	46280
8092	47528
8093	54600
8094	44720
8095	81068
8096	49244
8097	113256
8098	77376
8099	66612
8100	110916
8101	90220
8102	73892
8103	80288
8104	50856
8105	51324
8106	78416
8107	49504
8108	72228
8109	58916
8110	63180
8111	69316
8112	79040
8113	50076
8114	69732
8115	40560
8116	69940
8117	86268
8118	75816
8119	
8120	48516
8121	85280
8122	67392
8123	96408
8124	62608
8125	94224
8126	72020
8127	115232
8128	71500
8129	118248
8130	108160
8131	72176
8132	57460
8133	115648
8134	
8135	
8136	
8137	74724
8138	69004
8139	60320
8140	40300
8141	57772
8142	57928
8143	73528
8144	49868
8145	72176
8146	63544
8147	66092
8148	72072
8149	71500
8150	51636
8151	56316
8152	73164
8153	87360
8154	52936
8155	47580
8156	50544
8157	55796
8158	48932
8159	58032
8160	47268
8161	49660
8162	49036
8163	48360
8164	61412
8165	65676
8166	63232
8167	
8168	70668
8169	63076
8170	52572
8171	76128
8172	50752
8173	39156
8174	84500
8175	71500
8176	56628
8177	41340
8178	40716
8179	44720
8180	70928
8181	41496
8182	3900
8183	48828
8184	49504
8185	33540
8186	45500
8187	54288
8188	65988
8189	56836
8190	80132
8191	104832
8192	92196
8193	88816
8194	96668
8195	80184
8196	89024
8197	95056
8198	76856
8199	80184
8200	
8201	47996
8202	71916
8203	46176
8204	57408
8205	39104
8206	47476
8207	45916
8208	55796
8209	43316
8210	58500
8211	47736
8212	37024
8213	53768
8214	63024
8215	49140
8216	71500
8217	65312
8218	71500
8219	68068
8220	69784
8221	66196
8222	69732
8223	67912
8224	63492
8225	49660
8226	72124
8227	63804
8228	55640
8229	71240
8230	57616
8231	90012
8232	65208
8233	75296
8234	93600
8235	77376
8236	64688
8237	56316
8238	60632
8239	86892
8240	67184
8241	67444
8242	64220
8243	70200
8244	52832
8245	51220
8246	61048
8247	44980
8248	80600
8249	73320
8250	71500
8251	143000
8252	46800
8253	91676
8254	51428
8255	75504
8256	71500
8257	60892
8258	66300
8259	39312
8260	70200
8261	52416
8262	93964
8263	67600
8264	129168
8265	86632
8266	82732
8267	81588
8268	80860
8269	84500
8270	77636
8271	146796
8272	102856
8273	75660
8274	56940
8275	89336
8276	73632
8277	60944
8278	64532
8279	61516
8280	68224
8281	81692
8282	104988
8283	114920
8284	117000
8285	79040
8286	114972
8287	129012
8288	73840
8289	87256
8290	122044
8291	56472
8292	37700
8293	157872
8294	113724
8295	110032
8296	103376
8297	83460
8298	92300
8299	107796
8300	97916
8301	88504
8302	86112
8303	104780
8304	114400
8305	104988
8306	107432
8307	105612
8308	100516
8309	95316
8310	62192
8311	
8312	67756
8313	72748
8314	56940
8315	72384
8316	62920
8317	98488
8318	364000
8319	86112
8320	161044
8321	110500
8322	76492
8323	65520
8324	77428
8325	100360
8326	92300
8327	71500
8328	57772
8329	62088
8330	72748
8331	135876
8332	98124
8333	108680
8334	91624
8335	123448
8336	83772
8337	126256
8338	83824
8339	111644
8340	56680
8341	80704
8342	92040
8343	78572
8344	68068
8345	93184
8346	70200
8347	62088
8348	37700
8349	41288
8350	94692
8351	54444
8352	67600
8353	71500
8354	100724
8355	83564
8356	
8357	104884
8358	107224
8359	94224
8360	286000
8361	72124
8362	105768
8363	69472
8364	94796
8365	122096
8366	115440
8367	65936
8368	89076
8369	97500
8370	80756
8371	124592
8372	105612
8373	110864
8374	110500
8375	95316
8376	37700
8377	117000
8378	94484
8379	71500
8380	81484
8381	76544
8382	125944
8383	117000
8384	114244
8385	105300
8386	100724
8387	113516
8388	115804
8389	113724
8390	120692
8391	60632
8392	62920
8393	59020
8394	63752
8395	64168
8396	57928
8397	86112
8398	130520
8399	114816
8400	110084
8401	85072
8402	113828
8403	128076
8404	183612
8405	144820
8406	151632
8407	137592
8408	139724
8409	139724
8410	138944
8411	121940
8412	136916
8413	145704
8414	134628
8415	135356
8416	131612
8417	125944
8418	147316
8419	143000
8420	139724
8421	124488
8422	106600
8423	131300
8424	121316
8425	123708
8426	138216
8427	133224
8428	127192
8429	126776
8430	122356
8431	118040
8432	124124
8433	123448
8434	133796
8435	128232
8436	134524
8437	107900
8438	148512
8439	137124
8440	120224
8441	141128
8442	109044
8443	107796
8444	131820
8445	56836
8446	114556
8447	113464
8448	206076
8449	235300
8450	180752
8451	133900
8452	147680
8453	159900
8454	160316
8455	143000
8456	180752
8457	192400
8458	163436
8459	100724
8460	160004
8461	151944
8462	125944
8463	157820
8464	114972
8465	162500
8466	169000
8467	140816
8468	144404
8469	166400
8470	44720
8471	144508
8472	174304
8473	209300
8474	145548
8475	162500
8476	119548
8477	159692
8478	170976
8479	180336
8480	111800
8481	114192
8482	143000
8483	156676
8484	157872
8485	160732
8486	142064
8487	151632
8488	247000
8489	217724
8490	239772
8491	131872
8492	98540
8493	165724
8494	228176
8495	
8496	116532
8497	99476
8498	105352
8499	152048
8500	47892
8501	148876
8502	184340
8503	190632
8504	48568
8505	151632
8506	180076
8507	174720
8508	173316
8509	164632
8510	179088
8511	184548
8512	175448
8513	160316
8514	156728
8515	146224
8516	57408
8517	175448
8518	197860
8519	148148
8520	177632
8521	204724
8522	154648
8523	234884
8524	148720
8525	137072
8526	178724
8527	180232
8528	154752
8529	151632
8530	175448
8531	186732
8532	165724
8533	179608
8534	144248
8535	33176
8536	147940
8537	176748
8538	152256
8539	130988
8540	148980
8541	163800
8542	176072
8543	175448
8544	197340
8545	172432
8546	210548
8547	165724
8548	176956
8549	191724
8550	118508
8551	129948
8552	121160
8553	150904
8554	109356
8555	122460
8556	126256
8557	108576
8558	105612
8559	118144
8560	139724
8561	132288
8562	126880
8563	147836
8564	136500
8565	146224
8566	98280
8567	129428
8568	211224
8569	170248
8570	195000
8571	170612
8572	153348
8573	167336
8574	178724
8575	191724
8576	174512
8577	191724
8578	33332
8579	
8580	170404
8581	172224
8582	147836
8583	67184
8584	113984
8585	165256
8586	195000
8587	159900
8588	127348
8589	134732
8590	127920
8591	107640
8592	152048
8593	169000
8594	166400
8595	164112
8596	114400
8597	138268
8598	156832
8599	151892
8600	51324
8601	157092
8602	204724
8603	171964
8604	117000
8605	138632
8606	
8607	169000
8608	190112
8609	128752
8610	136240
8611	191984
8612	153348
8613	117676
8614	158600
8615	132184
8616	116220
8617	166400
8618	191724
8619	113152
8620	120692
8621	
8622	170508
8623	111228
8624	151060
8625	152464
8626	172224
8627	145132
8628	121940
8629	113464
8630	100984
8631	104728
8632	211692
8633	201448
8634	163800
8635	185224
8636	183976
8637	154752
8638	190112
8639	234988
8640	147680
8641	143000
8642	198692
8643	158444
8644	168220
8645	152048
8646	129116
8647	65832
8648	35360
8649	164008
8650	120224
8651	83824
8652	179348
8653	140192
8654	149448
8655	177632
8656	162500
8657	152932
8658	139724
8659	158340
8660	162500
8661	169000
8662	128492
8663	101348
8664	145548
8665	143000
8666	160732
8667	156832
8668	158184
8669	168064
8670	154648
8671	151632
8672	193128
8673	169000
8674	152724
8675	157248
8676	129012
8677	173940
8678	189436
8679	184600
8680	154492
8681	165256
8682	167128
8683	185900
8684	158132
8685	144144
8686	153764
8687	150540
8688	162812
8689	140972
8690	186316
8691	169000
8692	160888
8693	195000
8694	
8695	157820
8696	164008
8697	132340
8698	130780
8699	192088
8700	172224
8701	138632
8702	173316
8703	166816
8704	170144
8705	170404
8706	143000
8707	189800
8708	178724
8709	183040
8710	149968
8711	169000
8712	124644
8713	173836
8714	141960
8715	150748
8716	182884
8717	139984
8718	125996
8719	140400
8720	188500
8721	158184
8722	173316
8723	182728
8724	135980
8725	172224
8726	171860
8727	158964
8728	167440
8729	156832
8730	126516
8731	135720
8732	188084
8733	166400
8734	150748
8735	183144
8736	163228
8737	151788
8738	187564
8739	114244
8740	152152
8741	151892
8742	47996
8743	174356
8744	143000
8745	206232
8746	247000
8747	190632
8748	143000
8749	171964
8750	191100
8751	215800
8752	170612
8753	158184
8754	183456
8755	147316
8756	105976
8757	163436
8758	123448
8759	131820
8760	166816
8761	170820
8762	157820
8763	195000
8764	48308
8765	170612
8766	148148
8767	115336
8768	143000
8769	113724
8770	128076
8771	125944
8772	147316
8773	184132
8774	68588
8775	92612
8776	116168
8777	75608
8778	79612
8779	131456
8780	111436
8781	143000
8782	169000
8783	159900
8784	169000
8785	116012
8786	67600
8787	158340
8788	167128
8789	147836
8790	160316
8791	158184
8792	157820
8793	176748
8794	153348
8795	177216
8796	159692
8797	134888
8798	167180
8799	178724
8800	162500
8801	122148
8802	161564
8803	126724
8804	135200
8805	138112
8806	100256
8807	120900
8808	198692
8809	138632
8810	131872
8811	139256
8812	145132
8813	151944
8814	149448
8815	149448
8816	124280
8817	134732
8818	147836
8819	118820
8820	120848
8821	101816
8822	34008
8823	109824
8824	143000
8825	128076
8826	131820
8827	79456
8828	106444
8829	79872
8830	113516
8831	66456
8832	124072
8833	105404
8834	66768
8835	122720
8836	112528
8837	140816
8838	127192
8839	117000
8840	125632
8841	124956
8842	
8843	86892
8844	108316
8845	128960
8846	114400
8847	122356
8848	131196
8849	101348
8850	100724
8851	118144
8852	140972
8853	148668
8854	120692
8855	113256
8856	115284
8857	120068
8858	131248
8859	126048
8860	117780
8861	120536
8862	131612
8863	123760
8864	77116
8865	115076
8866	133900
8867	137800
8868	139100
8869	101348
8870	105456
8871	104468
8872	147316
8873	
8874	103116
8875	116116
8876	143000
8877	133016
8878	117624
8879	106340
8880	120692
8881	129272
8882	110916
8883	113100
8884	145340
8885	146224
8886	143000
8887	114400
8888	114972
8889	107224
8890	106756
8891	55224
8892	118040
8893	68224
8894	126048
8895	123448
8896	112112
8897	123448
8898	58500
8899	83200
8900	48724
8901	111904
8902	95316
8903	118976
8904	138372
8905	109200
8906	146224
8907	127972
8908	126256
8909	124384
8910	117000
8911	127504
8912	107796
8913	128076
8914	104988
8915	125632
8916	122720
8917	160888
8918	140972
8919	156416
8920	147836
8921	115804
8922	164996
8923	177632
8924	145860
8925	160316
8926	169000
8927	133900
8928	170404
8929	164632
8930	124748
8931	173628
8932	152360
8933	162968
8934	166712
8935	165568
8936	167336
8937	148720
8938	124592
8939	170612
8940	161304
8941	179660
8942	173316
8943	141336
8944	149448
8945	137228
8946	149448
8947	141440
8948	145288
8949	168064
8950	162500
8951	159224
8952	160316
8953	198692
8954	173316
8955	153192
8956	162500
8957	188500
8958	167336
8959	119652
8960	191412
8961	167804
8962	149448
8963	191932
8964	174876
8965	165256
8966	171860
8967	189436
8968	196248
8969	175760
8970	156624
8971	109356
8972	197132
8973	107848
8974	157612
8975	131196
8976	202176
8977	157716
8978	182728
8979	183872
8980	166088
8981	148304
8982	213876
8983	
8984	165724
8985	173680
8986	174720
8987	163644
8988	162084
8989	169624
8990	176072
8991	184548
8992	183872
8993	162500
8994	171340
8995	156520
8996	169000
8997	20800
8998	145548
8999	202540
9000	160628
9001	160316
9002	147836
9003	103168
9004	148512
9005	158600
9006	179192
9007	189228
9008	232856
9009	180076
9010	169000
9011	198536
9012	161044
9013	184860
9014	162500
9015	164892
9016	140972
9017	180440
9018	174356
9019	171860
9020	164632
9021	171132
9022	171548
9023	165100
9024	156832
9025	158600
9026	114400
9027	95316
9028	46800
9029	99632
9030	85540
9031	78936
9032	82316
9033	127712
9034	46800
9035	104728
9036	123968
9037	115336
9038	46800
9039	112164
9040	108056
9041	135200
9042	108576
9043	72124
9044	74724
9045	75920
9046	100724
9047	73476
9048	98540
9049	98488
9050	75660
9051	67600
9052	89856
9053	81484
9054	63856
9055	
9056	110032
9057	94952
9058	101504
9059	61256
9060	86632
9061	
9062	82056
9063	87048
9064	111436
9065	79612
9066	89648
9067	85748
9068	94432
9069	88348
9070	94224
9071	96408
9072	76648
9073	87724
9074	96980
9075	63336
9076	73112
9077	73112
9078	75660
9079	97500
9080	75140
9081	106860
9082	87724
9083	104676
9084	82316
9085	99632
9086	110136
9087	96044
9088	100724
9089	105144
9090	67444
9091	124436
9092	75920
9093	91936
9094	68588
9095	63024
9096	85748
9097	87724
9098	104936
9099	95836
9100	118352
9101	100724
9102	95004
9103	79300
9104	84500
9105	75348
9106	90324
9107	
9108	85540
9109	124644
9110	58500
9111	128388
9112	49868
9113	153452
9114	121836
9115	140816
9116	144040
9117	152256
9118	42900
9119	91624
9120	100048
9121	86632
9122	76856
9123	99320
9124	124124
9125	114556
9126	122512
9127	111332
9128	125892
9129	114400
9130	130832
9131	165100
9132	139984
9133	119756
9134	100256
9135	116272
9136	97500
9137	89492
9138	85540
9139	77220
9140	51480
9141	75504
9142	143000
9143	98124
9144	94692
9145	56836
9146	78676
9147	65884
9148	74256
9149	105300
9150	132184
9151	105612
9152	113256
9153	112944
9154	84916
9155	94796
9156	40144
9157	61724
9158	42432
9159	95316
9160	47736
9161	85176
9162	40248
9163	77428
9164	147836
9165	131092
9166	109720
9167	143000
9168	165932
9169	158600
9170	112840
9171	113256
9172	76024
9173	36920
9174	58500
9175	81692
9176	123084
9177	121680
9178	128076
9179	118976
9180	93600
9181	73008
9182	81224
9183	52884
9184	68588
9185	89960
9186	33748
9187	125632
9188	113256
9189	101348
9190	136500
9191	139360
9192	76648
9193	123448
9194	122304
9195	85176
9196	107016
9197	143000
9198	128960
9199	69316
9200	85644
9201	117000
9202	113724
9203	94224
9204	82160
9205	74256
9206	73216
9207	96564
9208	128076
9209	160316
9210	130676
9211	144040
9212	137904
9213	92508
9214	76544
9215	140088
9216	113412
9217	138892
9218	147004
9219	61360
9220	88348
9221	87152
9222	103168
9223	92872
9224	109200
9225	69524
9226	83772
9227	98488
9228	93444
9229	97500
9230	85124
9231	66612
9232	91936
9233	89024
9234	104468
9235	88504
9236	99476
9237	101816
9238	157352
9239	96772
9240	97500
9241	92872
9242	74724
9243	84500
9244	99892
9245	81900
9246	95160
9247	82472
9248	35932
9249	101192
9250	80704
9251	71916
9252	99944
9253	99164
9254	93184
9255	108784
9256	91624
9257	119288
9258	88088
9259	107692
9260	86112
9261	122460
9262	97500
9263	81224
9264	76076
9265	100048
9266	89804
9267	84136
9268	128336
9269	89544
9270	83200
9271	105040
9272	99112
9273	89076
9274	94536
9275	116324
9276	90324
9277	87048
9278	88816
9279	86632
9280	85072
9281	133224
9282	107796
9283	97136
9284	107016
9285	101088
9286	100360
9287	100152
9288	80652
9289	93184
9290	107224
9291	98020
9292	101504
9293	109772
9294	107484
9295	63960
9296	116220
9297	104624
9298	106392
9299	85072
9300	97084
9301	109096
9302	120536
9303	100048
9304	121368
9305	73736
9306	101452
9307	116116
9308	96980
9309	116168
9310	117728
9311	76856
9312	71500
9313	100048
9314	98384
9315	149448
9316	74724
9317	113984
9318	48828
9319	134056
9320	35204
9321	117000
9322	117000
9323	126568
9324	107588
9325	98748
9326	95836
9327	121732
9328	109304
9329	
9330	94224
9331	114712
9332	105560
9333	108004
9334	120328
9335	107796
9336	99112
9337	108784
9338	114140
9339	110500
9340	97500
9341	108316
9342	112320
9343	161980
9344	159536
9345	165568
9346	157456
9347	164996
9348	144092
9349	147316
9350	120016
9351	135408
9352	156936
9353	150072
9354	165360
9355	170248
9356	123708
9357	152256
9358	183456
9359	132288
9360	164632
9361	205764
9362	170924
9363	143000
9364	176488
9365	157872
9366	167700
9367	149448
9368	167700
9369	131248
9370	173316
9371	190424
9372	169780
9373	188916
9374	138632
9375	170820
9376	150540
9377	126048
9378	195000
9379	128336
9380	126724
9381	167544
9382	139464
9383	148148
9384	179764
9385	150748
9386	138944
9387	133016
9388	127608
9389	118404
9390	148148
9391	154648
9392	103324
9393	117000
9394	152256
9395	104728
9396	122044
9397	122252
9398	146068
9399	107848
9400	115908
9401	121576
9402	120692
9403	139932
9404	123448
9405	121628
9406	125632
9407	134940
9408	123760
9409	102492
9410	104988
9411	127192
9412	150072
9413	118820
9414	128960
9415	122668
9416	106496
9417	110136
9418	118924
9419	135200
9420	132756
9421	112632
9422	146692
9423	161408
9424	112476
9425	144508
9426	130884
9427	129428
9428	158184
9429	138112
9430	118716
9431	106184
9432	121992
9433	156780
9434	122044
9435	125892
9436	205348
9437	123916
