SA1_internal_2021	AgeStudent	students
57435	5-14	14
57435	15-19	8
57435	25+	12
57436	0-4	4
57436	5-14	59
57436	15-19	20
57436	20-24	4
57436	25+	23
57437	0-4	4
57437	5-14	40
57437	15-19	11
57437	20-24	6
57437	25+	7
57438	0-4	7
57438	5-14	58
57438	15-19	24
57438	20-24	8
57438	25+	13
57439	0-4	11
57439	5-14	53
57439	15-19	19
57439	20-24	4
57439	25+	14
57440	0-4	3
57440	5-14	46
57440	15-19	14
57440	20-24	3
57440	25+	11
57441	0-4	3
57441	5-14	12
57441	15-19	9
57441	25+	4
57442	5-14	18
57442	15-19	5
57443	5-14	23
57443	15-19	8
57443	25+	4
57444	5-14	32
57444	15-19	6
57444	20-24	3
57444	25+	21
57446	5-14	26
57446	15-19	23
57446	20-24	8
57446	25+	13
57447	0-4	4
57447	5-14	29
57447	15-19	19
57447	25+	24
57448	5-14	22
57448	15-19	14
57448	20-24	3
57448	25+	19
57449	0-4	4
57449	5-14	29
57449	15-19	4
57449	25+	16
57450	0-4	6
57450	5-14	38
57450	15-19	15
57450	20-24	3
57450	25+	8
57451	0-4	6
57451	5-14	26
57451	15-19	15
57451	25+	12
57452	0-4	9
57452	5-14	71
57452	15-19	31
57452	20-24	5
57452	25+	17
57453	0-4	7
57453	5-14	79
57453	15-19	38
57453	25+	7
57454	0-4	3
57454	5-14	41
57454	15-19	17
57454	20-24	5
57454	25+	16
57455	0-4	8
57455	5-14	27
57455	15-19	10
57455	25+	9
57456	0-4	4
57456	5-14	63
57456	15-19	25
57456	20-24	4
57456	25+	14
57457	0-4	4
57457	5-14	40
57457	15-19	11
57457	25+	7
57458	0-4	4
57458	5-14	31
57458	15-19	31
57458	20-24	4
57458	25+	7
57459	0-4	5
57459	5-14	34
57459	15-19	9
57459	20-24	4
57459	25+	10
57460	0-4	9
57460	5-14	98
57460	15-19	21
57460	20-24	4
57460	25+	8
57461	0-4	4
57461	5-14	81
57461	15-19	36
57461	20-24	7
57461	25+	15
57462	0-4	3
57462	5-14	28
57462	15-19	8
57462	25+	14
57463	0-4	5
57463	5-14	39
57463	15-19	8
57463	25+	7
57464	5-14	23
57464	25+	6
57465	0-4	4
57465	5-14	30
57465	15-19	8
57465	25+	8
57466	0-4	5
57466	5-14	86
57466	15-19	27
57466	25+	15
57467	0-4	5
57467	5-14	29
57467	15-19	10
57467	25+	6
57468	5-14	30
57468	15-19	18
57468	20-24	4
57468	25+	3
57469	0-4	6
57469	5-14	74
57469	15-19	23
57469	20-24	3
57469	25+	17
57470	0-4	3
57470	5-14	53
57470	15-19	28
57470	20-24	4
57470	25+	11
57471	5-14	4
57472	5-14	71
57472	15-19	40
57472	25+	12
57473	0-4	7
57473	5-14	43
57473	15-19	17
57474	0-4	5
57474	5-14	22
57474	15-19	8
57474	20-24	4
57474	25+	13
57475	0-4	10
57475	5-14	43
57475	15-19	21
57475	20-24	3
57475	25+	8
57476	0-4	19
57476	5-14	167
57476	15-19	50
57476	20-24	5
57476	25+	29
57477	5-14	42
57477	15-19	12
57477	25+	7
57478	0-4	9
57478	5-14	46
57478	15-19	14
57478	25+	12
57482	0-4	6
57482	5-14	44
57482	15-19	5
57482	25+	4
57483	5-14	23
57483	15-19	8
57483	25+	6
57484	0-4	6
57484	5-14	39
57484	15-19	9
57484	25+	12
57485	0-4	4
57485	5-14	44
57485	15-19	10
57485	25+	9
57486	0-4	4
57486	5-14	32
57486	15-19	15
57486	20-24	4
57486	25+	11
57487	0-4	3
57487	5-14	24
57487	15-19	7
57487	20-24	8
57487	25+	4
57488	5-14	37
57488	15-19	6
57488	25+	4
57489	5-14	50
57489	15-19	19
57489	25+	4
57490	0-4	5
57490	5-14	29
57490	15-19	86
57490	20-24	3
57490	25+	13
57491	0-4	5
57491	5-14	29
57491	15-19	10
57491	25+	11
57492	0-4	3
57492	5-14	32
57492	15-19	17
57492	25+	9
57493	0-4	6
57493	5-14	49
57493	15-19	16
57493	25+	14
57494	0-4	4
57494	5-14	26
57494	15-19	3
57494	25+	7
57495	5-14	23
57495	15-19	6
57495	25+	11
57496	0-4	14
57496	5-14	62
57496	15-19	22
57496	20-24	5
57496	25+	20
57497	0-4	8
57497	5-14	44
57497	15-19	9
57497	25+	20
57498	5-14	32
57498	15-19	4
57498	25+	3
57499	5-14	31
57499	15-19	10
57499	25+	5
57500	0-4	8
57500	5-14	38
57500	15-19	13
57500	20-24	4
57500	25+	6
57501	5-14	26
57501	15-19	3
57501	20-24	5
57501	25+	4
57502	5-14	46
57502	20-24	4
57503	0-4	9
57503	5-14	52
57503	15-19	10
57503	25+	7
57504	5-14	16
57504	15-19	5
57504	25+	3
57505	0-4	8
57505	5-14	41
57505	15-19	4
57505	25+	5
57506	5-14	38
57506	15-19	12
57506	25+	7
57507	5-14	13
57507	15-19	5
57507	20-24	4
57507	25+	8
57508	0-4	4
57508	5-14	18
57508	15-19	3
57508	25+	8
57509	5-14	42
57509	15-19	15
57509	20-24	4
57509	25+	3
57510	0-4	5
57510	5-14	27
57510	15-19	5
57510	25+	12
57511	0-4	3
57511	5-14	40
57511	15-19	10
57511	20-24	3
57511	25+	4
57512	5-14	36
57512	15-19	16
57512	25+	3
57513	0-4	3
57513	5-14	33
57513	15-19	12
57513	20-24	5
57513	25+	9
57514	0-4	3
57514	5-14	22
57514	15-19	10
57514	25+	6
57515	5-14	20
57515	15-19	4
57515	25+	7
57516	0-4	5
57516	5-14	41
57516	15-19	10
57516	20-24	5
57516	25+	13
57517	0-4	3
57517	5-14	40
57517	15-19	12
57517	20-24	3
57517	25+	11
57518	0-4	7
57518	5-14	52
57518	15-19	11
57518	20-24	5
57518	25+	10
57519	5-14	32
57519	15-19	14
57519	20-24	5
57520	0-4	6
57520	5-14	32
57520	15-19	5
57520	20-24	3
57520	25+	5
57521	0-4	9
57521	5-14	35
57521	15-19	18
57521	20-24	4
57521	25+	8
57522	0-4	7
57522	5-14	26
57522	15-19	8
57522	20-24	6
57522	25+	10
57523	0-4	4
57523	5-14	37
57523	15-19	9
57523	25+	5
57524	0-4	11
57524	5-14	53
57524	15-19	15
57524	25+	7
57525	5-14	41
57525	20-24	5
57525	25+	5
57526	0-4	4
57526	5-14	31
57526	15-19	10
57526	25+	3
57527	5-14	53
57527	15-19	7
57528	0-4	7
57528	5-14	23
57528	15-19	3
57528	20-24	5
57529	0-4	8
57529	5-14	39
57529	15-19	5
57529	25+	8
57530	0-4	3
57530	5-14	58
57530	15-19	6
57530	25+	9
57531	5-14	40
57531	15-19	5
57532	0-4	11
57532	5-14	42
57532	15-19	7
57532	20-24	7
57532	25+	4
57533	5-14	22
57533	15-19	4
57534	5-14	18
57534	20-24	3
57534	25+	4
57535	0-4	3
57535	5-14	24
57536	5-14	42
57536	15-19	7
57536	20-24	4
57536	25+	16
57537	5-14	28
57537	15-19	14
57537	20-24	3
57537	25+	6
57538	0-4	9
57538	5-14	67
57538	15-19	19
57538	20-24	4
57538	25+	8
57539	0-4	5
57539	5-14	54
57539	15-19	18
57539	25+	8
57540	5-14	36
57540	15-19	21
57540	25+	9
57541	0-4	11
57541	5-14	35
57541	15-19	11
57541	25+	13
57542	5-14	32
57542	15-19	18
57542	20-24	4
57542	25+	9
57543	5-14	40
57543	15-19	5
57543	25+	9
57544	5-14	3
57545	0-4	4
57545	5-14	48
57545	15-19	14
57545	25+	3
57546	5-14	3
57547	5-14	9
57547	25+	3
57548	5-14	24
57548	15-19	9
57548	20-24	5
57548	25+	3
57549	5-14	15
57549	15-19	6
57549	25+	4
57550	5-14	3
57551	0-4	7
57551	5-14	68
57551	15-19	14
57551	25+	8
57552	0-4	5
57552	5-14	49
57552	15-19	23
57552	20-24	5
57552	25+	13
57553	0-4	4
57553	5-14	51
57553	15-19	8
57553	25+	9
57554	0-4	4
57554	5-14	30
57554	15-19	5
57554	20-24	5
57554	25+	4
57555	0-4	21
57555	5-14	121
57555	15-19	48
57555	20-24	3
57555	25+	16
57556	0-4	6
57556	5-14	106
57556	15-19	37
57556	25+	12
57557	0-4	4
57557	5-14	33
57557	15-19	19
57557	20-24	5
57557	25+	6
57558	0-4	17
57558	5-14	67
57558	15-19	19
57558	25+	16
57559	0-4	14
57559	5-14	81
57559	15-19	21
57559	20-24	6
57559	25+	20
57560	0-4	5
57560	5-14	70
57560	15-19	33
57560	20-24	9
57560	25+	9
57561	0-4	5
57561	5-14	70
57561	15-19	23
57561	25+	6
57562	0-4	10
57562	5-14	93
57562	15-19	30
57562	20-24	3
57562	25+	15
57563	5-14	25
57563	15-19	10
57563	20-24	10
57563	25+	12
57564	0-4	4
57564	5-14	62
57564	15-19	17
57564	20-24	3
57564	25+	12
57565	0-4	3
57565	5-14	28
57565	15-19	17
57565	20-24	3
57565	25+	3
57566	0-4	5
57566	5-14	58
57566	15-19	14
57566	20-24	8
57566	25+	19
57567	0-4	13
57567	5-14	60
57567	15-19	22
57567	20-24	6
57567	25+	14
57568	0-4	8
57568	5-14	48
57568	15-19	14
57568	20-24	5
57568	25+	17
57569	0-4	14
57569	5-14	76
57569	15-19	19
57569	20-24	3
57569	25+	12
57570	0-4	14
57570	5-14	97
57570	15-19	31
57570	20-24	11
57570	25+	24
57571	0-4	15
57571	5-14	71
57571	15-19	18
57571	20-24	3
57571	25+	16
57572	0-4	3
57572	5-14	43
57572	15-19	11
57572	20-24	6
57572	25+	7
57573	0-4	3
57573	5-14	68
57573	15-19	15
57573	20-24	4
57573	25+	12
57574	0-4	6
57574	5-14	27
57574	15-19	17
57574	20-24	6
57574	25+	5
57575	0-4	10
57575	5-14	77
57575	15-19	20
57575	25+	11
57576	5-14	40
57576	15-19	16
57576	25+	4
57577	0-4	3
57577	5-14	35
57577	15-19	8
57577	20-24	4
57577	25+	4
57578	0-4	4
57578	5-14	28
57578	15-19	12
57579	0-4	9
57579	5-14	49
57579	15-19	13
57579	25+	18
57580	5-14	17
57580	15-19	3
57580	25+	6
57581	5-14	15
57581	15-19	10
57581	25+	3
57582	0-4	4
57582	5-14	36
57582	15-19	29
57582	25+	5
57583	0-4	4
57583	5-14	26
57583	15-19	10
57584	0-4	6
57584	5-14	25
57584	15-19	6
57584	25+	4
57585	5-14	32
57585	15-19	17
57585	20-24	6
57585	25+	3
57586	0-4	3
57586	5-14	44
57586	15-19	10
57586	25+	7
57587	0-4	7
57587	5-14	56
57587	15-19	19
57587	25+	12
57588	5-14	61
57588	15-19	20
57588	20-24	4
57588	25+	7
57589	0-4	5
57589	5-14	40
57589	15-19	11
57589	25+	5
57590	5-14	37
57590	15-19	15
57590	25+	5
57591	5-14	42
57591	15-19	7
57591	20-24	3
57593	5-14	17
57593	15-19	5
57593	25+	3
57594	0-4	4
57594	5-14	34
57594	15-19	11
57594	20-24	4
57594	25+	6
57595	0-4	4
57595	5-14	20
57595	15-19	8
57595	25+	10
57596	0-4	9
57596	5-14	39
57596	15-19	11
57596	20-24	10
57596	25+	11
57597	0-4	5
57597	5-14	25
57597	15-19	15
57597	20-24	3
57597	25+	5
57598	0-4	6
57598	5-14	48
57598	15-19	15
57598	20-24	5
57599	0-4	18
57599	5-14	244
57599	15-19	90
57599	20-24	21
57599	25+	35
57600	0-4	5
57600	5-14	26
57600	15-19	13
57600	20-24	9
57601	0-4	9
57601	5-14	87
57601	15-19	29
57601	20-24	11
57601	25+	10
57602	0-4	6
57602	5-14	99
57602	15-19	28
57602	20-24	12
57602	25+	27
57603	0-4	6
57603	5-14	48
57603	15-19	40
57603	25+	3
57604	0-4	6
57604	5-14	53
57604	15-19	7
57604	20-24	3
57604	25+	11
57605	5-14	11
57605	15-19	4
57605	20-24	3
57605	25+	4
57606	0-4	4
57606	5-14	33
57606	15-19	5
57606	25+	6
57607	0-4	5
57607	5-14	20
57608	0-4	3
57608	5-14	15
57608	15-19	10
57608	25+	3
57609	0-4	3
57609	5-14	40
57609	15-19	19
57609	25+	10
57610	0-4	4
57610	5-14	24
57610	15-19	11
57610	25+	4
57611	0-4	3
57611	5-14	32
57611	15-19	6
57611	25+	6
57612	0-4	8
57612	5-14	68
57612	15-19	36
57612	20-24	6
57612	25+	21
57613	5-14	19
57613	15-19	14
57613	25+	3
57614	0-4	10
57614	5-14	35
57614	15-19	12
57614	25+	5
57615	0-4	9
57615	5-14	46
57615	15-19	67
57615	20-24	4
57615	25+	5
57616	0-4	9
57616	5-14	40
57616	25+	8
57617	0-4	8
57617	5-14	46
57617	15-19	10
57617	20-24	4
57617	25+	11
57618	0-4	6
57618	5-14	47
57618	15-19	13
57618	20-24	3
57618	25+	9
57619	0-4	8
57619	5-14	70
57619	15-19	11
57619	25+	9
57620	5-14	28
57620	15-19	3
57620	25+	3
57621	0-4	5
57621	5-14	23
57621	25+	4
57622	0-4	6
57622	5-14	22
57622	20-24	5
57622	25+	6
57623	0-4	5
57623	5-14	30
57623	15-19	3
57623	20-24	3
57623	25+	5
57624	0-4	4
57624	5-14	54
57624	15-19	5
57624	25+	7
57625	0-4	6
57625	5-14	45
57625	15-19	6
57625	20-24	5
57625	25+	7
57626	5-14	21
57626	25+	6
57627	5-14	45
57627	15-19	9
57627	25+	6
57628	0-4	5
57628	5-14	42
57628	15-19	7
57628	25+	5
57629	5-14	21
57629	15-19	4
57629	25+	3
57630	0-4	10
57630	5-14	40
57630	15-19	18
57630	20-24	4
57630	25+	10
57631	0-4	7
57631	5-14	75
57631	15-19	31
57631	20-24	4
57631	25+	15
57632	0-4	3
57632	5-14	19
57632	15-19	16
57632	25+	3
57633	5-14	55
57633	15-19	18
57633	25+	9
57634	5-14	15
57634	15-19	5
57635	5-14	3
57636	0-4	6
57636	5-14	22
57636	15-19	8
57637	0-4	6
57637	5-14	50
57637	15-19	12
57637	25+	13
57638	0-4	7
57638	5-14	24
57638	15-19	7
57638	20-24	3
57638	25+	3
57639	0-4	4
57639	5-14	16
57639	20-24	4
57640	0-4	6
57640	5-14	30
57640	15-19	5
57640	20-24	4
57640	25+	6
57641	5-14	32
57641	15-19	4
57641	25+	3
57642	5-14	69
57642	15-19	30
57642	25+	13
57643	0-4	3
57643	5-14	33
57643	15-19	7
57643	25+	4
57644	0-4	5
57644	5-14	25
57644	15-19	12
57644	25+	5
57645	0-4	7
57645	5-14	40
57645	15-19	10
57645	20-24	5
57645	25+	6
57646	0-4	15
57646	5-14	88
57646	15-19	21
57646	20-24	4
57646	25+	9
57647	5-14	3
57648	5-14	21
57648	15-19	3
57648	25+	6
57649	0-4	4
57649	5-14	15
57651	0-4	3
57651	5-14	18
57651	15-19	6
57651	25+	3
57653	5-14	14
57653	25+	4
57654	5-14	8
57654	15-19	3
57656	5-14	3
57657	5-14	22
57657	15-19	4
57657	25+	5
57658	5-14	48
57658	25+	7
57659	0-4	3
57659	5-14	67
57659	15-19	20
57659	20-24	6
57659	25+	12
57660	0-4	8
57660	5-14	42
57660	15-19	13
57660	20-24	3
57660	25+	9
57661	5-14	18
57661	20-24	8
57661	25+	4
57662	0-4	7
57662	5-14	62
57662	15-19	18
57662	20-24	11
57662	25+	10
57663	0-4	7
57663	5-14	86
57663	15-19	27
57663	20-24	6
57663	25+	14
57664	0-4	5
57664	5-14	55
57664	15-19	25
57664	25+	9
57665	0-4	7
57665	5-14	21
57665	15-19	14
57665	20-24	3
57665	25+	4
57666	5-14	12
57666	15-19	3
57667	0-4	9
57667	5-14	56
57667	15-19	7
57668	0-4	3
57668	5-14	14
57669	0-4	7
57669	5-14	31
57669	15-19	5
57670	5-14	15
57671	5-14	27
57671	15-19	3
57672	5-14	35
57672	15-19	6
57673	5-14	12
57673	15-19	3
57673	25+	3
57674	0-4	5
57674	5-14	13
57674	15-19	9
57674	25+	4
57675	0-4	8
57675	5-14	53
57675	15-19	18
57675	25+	8
57676	0-4	3
57676	5-14	57
57676	15-19	11
57676	20-24	4
57676	25+	9
57677	0-4	5
57677	5-14	13
57677	15-19	9
57678	5-14	23
57678	15-19	3
57678	25+	6
57679	0-4	7
57679	5-14	80
57679	15-19	32
57679	20-24	4
57679	25+	13
57680	5-14	17
57680	15-19	9
57680	25+	4
57681	0-4	5
57681	5-14	29
57681	15-19	3
57681	25+	9
57682	5-14	19
57682	15-19	3
57682	25+	5
57683	0-4	9
57683	5-14	56
57683	15-19	6
57683	20-24	3
57683	25+	3
57684	0-4	3
57684	5-14	26
57684	15-19	6
57685	0-4	4
57685	5-14	32
57685	15-19	10
57685	25+	5
57686	5-14	29
57686	25+	3
57689	0-4	5
57689	5-14	12
57689	15-19	3
57690	0-4	3
57690	5-14	28
57690	15-19	5
57691	5-14	35
57691	15-19	13
57691	20-24	4
57691	25+	8
57692	0-4	7
57692	5-14	30
57692	15-19	9
57692	25+	4
57693	0-4	8
57693	5-14	23
57693	15-19	3
57693	20-24	4
57693	25+	10
57694	5-14	16
57694	15-19	5
57694	20-24	3
57694	25+	5
57695	5-14	17
57695	15-19	10
57695	25+	5
57696	0-4	9
57696	5-14	30
57697	5-14	17
57697	25+	3
57698	0-4	4
57698	5-14	15
57699	5-14	8
57699	15-19	4
57700	5-14	3
57701	0-4	4
57701	5-14	29
57701	15-19	11
57701	20-24	6
57701	25+	8
57702	0-4	3
57702	5-14	44
57702	15-19	21
57702	20-24	4
57702	25+	6
57703	0-4	7
57703	5-14	44
57703	15-19	12
57703	25+	9
57704	5-14	29
57704	15-19	5
57704	20-24	3
57705	0-4	9
57705	5-14	37
57705	15-19	8
57705	20-24	6
57705	25+	12
57706	5-14	34
57706	15-19	14
57706	20-24	4
57706	25+	3
57707	0-4	8
57707	5-14	29
57707	15-19	12
57707	25+	7
57708	5-14	31
57708	15-19	11
57708	20-24	5
57708	25+	6
57709	0-4	10
57709	5-14	52
57709	15-19	15
57709	25+	13
57710	0-4	11
57710	5-14	29
57710	15-19	11
57710	25+	7
57711	0-4	8
57711	5-14	33
57711	15-19	10
57711	20-24	4
57711	25+	12
57712	0-4	4
57712	5-14	31
57712	15-19	5
57712	20-24	5
57713	5-14	59
57713	15-19	11
57713	25+	5
57714	0-4	6
57714	5-14	19
57714	15-19	5
57714	20-24	4
57714	25+	4
57715	5-14	29
57715	15-19	15
57715	25+	9
57716	0-4	5
57716	5-14	57
57716	15-19	20
57716	20-24	4
57716	25+	6
57717	5-14	28
57717	15-19	21
57717	25+	4
57718	0-4	6
57718	5-14	33
57718	15-19	10
57718	20-24	8
57718	25+	5
57719	0-4	5
57719	5-14	33
57719	15-19	12
57719	25+	3
57720	0-4	4
57720	5-14	42
57720	15-19	15
57720	20-24	4
57720	25+	11
57721	0-4	11
57721	5-14	113
57721	15-19	38
57721	20-24	3
57721	25+	10
57722	5-14	31
57722	15-19	11
57722	20-24	3
57723	5-14	22
57723	15-19	7
57723	25+	7
57724	5-14	32
57724	15-19	15
57724	25+	7
57725	5-14	47
57725	15-19	16
57725	20-24	3
57725	25+	4
57726	5-14	18
57726	15-19	11
57726	20-24	4
57726	25+	3
57727	0-4	6
57727	5-14	40
57727	15-19	4
57727	25+	10
57728	0-4	5
57728	5-14	19
57728	15-19	4
57728	25+	4
57729	0-4	3
57729	5-14	28
57729	15-19	10
57729	20-24	6
57729	25+	7
57730	0-4	3
57730	5-14	34
57730	15-19	9
57730	20-24	5
57730	25+	4
57731	0-4	4
57731	5-14	47
57731	15-19	12
57731	20-24	8
57731	25+	12
57732	5-14	24
57732	15-19	7
57732	25+	3
57733	0-4	8
57733	5-14	63
57733	15-19	19
57733	20-24	9
57733	25+	9
57734	5-14	15
57734	15-19	5
57734	25+	3
57735	0-4	5
57735	5-14	28
57735	15-19	9
57735	25+	11
57736	0-4	4
57736	5-14	37
57736	15-19	9
57736	25+	11
57737	0-4	3
57737	5-14	42
57737	15-19	9
57737	25+	3
57738	5-14	11
57738	15-19	4
57738	20-24	3
57738	25+	4
57739	5-14	25
57739	15-19	14
57739	25+	7
57740	0-4	7
57740	5-14	42
57740	15-19	21
57740	25+	9
57741	0-4	7
57741	5-14	31
57741	15-19	12
57741	20-24	6
57741	25+	8
57742	0-4	4
57742	5-14	40
57742	15-19	15
57742	20-24	3
57742	25+	6
57743	5-14	21
57743	15-19	4
57743	25+	5
57744	5-14	30
57744	15-19	6
57744	25+	9
57745	0-4	7
57745	5-14	45
57745	15-19	7
57745	25+	10
57746	5-14	15
57746	15-19	6
57746	25+	4
57747	0-4	3
57747	5-14	19
57747	15-19	14
57747	25+	5
57748	5-14	43
57748	15-19	15
57748	25+	6
57749	0-4	3
57749	5-14	15
57749	15-19	6
57750	0-4	4
57750	5-14	20
57750	15-19	8
57750	25+	12
57751	5-14	23
57751	15-19	10
57751	25+	3
57752	0-4	11
57752	5-14	65
57752	15-19	4
57752	25+	14
57753	5-14	22
57753	15-19	8
57753	20-24	3
57753	25+	4
57754	5-14	32
57754	15-19	5
57754	25+	9
57755	0-4	3
57755	5-14	28
57755	15-19	4
57755	25+	3
57756	5-14	28
57756	15-19	13
57757	0-4	3
57757	5-14	22
57757	15-19	3
57757	20-24	3
57757	25+	6
57758	0-4	7
57758	5-14	73
57758	15-19	20
57758	25+	3
57759	0-4	3
57759	5-14	32
57759	15-19	4
57760	0-4	3
57760	5-14	22
57760	15-19	7
57760	25+	3
57761	5-14	19
57761	15-19	3
57761	25+	9
57762	5-14	21
57762	15-19	7
57762	25+	6
57763	5-14	29
57763	15-19	7
57764	0-4	3
57764	5-14	23
57764	25+	3
57765	0-4	4
57765	5-14	46
57765	15-19	9
57765	20-24	5
57765	25+	8
57766	0-4	10
57766	5-14	38
57766	15-19	7
57766	20-24	6
57766	25+	12
57767	0-4	5
57767	5-14	14
57767	15-19	9
57767	25+	5
57768	0-4	3
57768	5-14	13
57768	15-19	5
57769	0-4	3
57769	5-14	32
57769	15-19	3
57769	25+	4
57770	5-14	40
57770	15-19	12
57770	20-24	4
57770	25+	11
57771	0-4	4
57771	5-14	36
57771	15-19	8
57771	25+	6
57772	5-14	49
57772	15-19	11
57772	25+	3
57773	0-4	7
57773	5-14	33
57774	0-4	9
57774	5-14	38
57774	15-19	11
57774	25+	7
57775	5-14	10
57775	15-19	3
57776	5-14	11
57776	15-19	3
57776	25+	3
57777	0-4	3
57777	5-14	25
57777	15-19	8
57777	20-24	3
57778	5-14	17
57779	0-4	5
57779	5-14	38
57779	15-19	11
57779	25+	4
57780	0-4	3
57780	5-14	18
57780	15-19	3
57780	20-24	5
57781	0-4	6
57781	5-14	22
57781	25+	3
57782	0-4	4
57782	5-14	39
57782	15-19	10
57782	25+	9
57783	0-4	5
57783	5-14	41
57783	20-24	3
57783	25+	6
57784	5-14	30
57784	15-19	4
57784	20-24	4
57784	25+	4
57785	0-4	6
57785	5-14	44
57785	15-19	4
57785	25+	9
57786	5-14	12
57786	25+	6
57787	5-14	19
57787	15-19	3
57788	0-4	4
57788	5-14	28
57788	15-19	5
57788	25+	5
57789	0-4	6
57789	5-14	14
57790	0-4	6
57790	5-14	62
57790	15-19	11
57790	20-24	3
57790	25+	3
57791	5-14	24
57791	15-19	4
57791	25+	6
57792	0-4	3
57792	5-14	19
57792	15-19	4
57792	20-24	3
57793	5-14	38
57793	15-19	6
57793	25+	4
57794	0-4	9
57794	5-14	54
57794	15-19	9
57794	20-24	3
57794	25+	3
57795	0-4	10
57795	5-14	74
57795	15-19	15
57795	20-24	7
57795	25+	11
57796	0-4	4
57796	5-14	18
57796	15-19	6
57797	5-14	19
57797	15-19	5
57798	0-4	3
57798	5-14	39
57798	15-19	18
57798	25+	9
57799	0-4	4
57799	5-14	9
57799	25+	5
57800	5-14	51
57800	15-19	11
57800	20-24	5
57800	25+	4
57801	0-4	5
57801	5-14	27
57801	15-19	6
57801	20-24	7
57802	0-4	3
57802	5-14	26
57802	15-19	5
57802	25+	13
57803	5-14	20
57803	15-19	49
57803	25+	8
57804	5-14	36
57804	15-19	11
57804	20-24	4
57804	25+	5
57805	5-14	72
57805	15-19	13
57805	20-24	7
57805	25+	6
57806	5-14	21
57806	15-19	10
57806	20-24	6
57806	25+	5
57807	5-14	26
57807	15-19	13
57807	20-24	8
57807	25+	11
57808	0-4	5
57808	5-14	30
57808	15-19	18
57808	25+	6
57809	5-14	17
57809	15-19	26
57809	25+	5
57810	0-4	5
57810	5-14	29
57810	15-19	10
57810	20-24	9
57810	25+	5
57811	5-14	67
57811	15-19	17
57811	20-24	9
57811	25+	17
57812	0-4	5
57812	5-14	42
57812	15-19	14
57812	20-24	5
57812	25+	8
57813	0-4	4
57813	5-14	57
57813	15-19	18
57813	25+	11
57814	5-14	39
57814	15-19	7
57814	20-24	3
57814	25+	9
57815	0-4	5
57815	5-14	59
57815	15-19	8
57815	25+	8
57816	5-14	23
57816	15-19	4
57817	0-4	5
57817	5-14	15
57817	15-19	8
57817	25+	8
57818	5-14	38
57818	15-19	11
57818	20-24	5
57818	25+	5
57819	0-4	8
57819	5-14	30
57819	15-19	8
57819	20-24	3
57820	0-4	4
57820	5-14	30
57820	15-19	9
57821	0-4	3
57821	5-14	34
57821	15-19	13
57821	25+	3
57822	5-14	23
57822	15-19	6
57822	25+	4
57823	0-4	3
57823	5-14	29
57823	15-19	3
57823	25+	5
57824	0-4	4
57824	5-14	58
57824	15-19	10
57824	20-24	3
57824	25+	12
57825	0-4	7
57825	5-14	69
57825	15-19	11
57825	20-24	6
57825	25+	17
57826	5-14	18
57826	15-19	3
57827	0-4	3
57827	5-14	33
57827	15-19	13
57827	20-24	4
57828	0-4	4
57828	5-14	37
57828	15-19	8
57828	20-24	4
57828	25+	4
57829	0-4	3
57829	5-14	42
57829	15-19	21
57829	25+	16
57830	0-4	5
57830	5-14	75
57830	15-19	20
57830	20-24	10
57830	25+	27
57831	0-4	6
57831	5-14	68
57831	15-19	14
57831	25+	11
57832	0-4	6
57832	5-14	51
57832	15-19	10
57832	20-24	3
57832	25+	22
57833	5-14	21
57833	15-19	8
57833	20-24	3
57833	25+	17
57834	0-4	3
57834	5-14	48
57834	15-19	9
57834	25+	16
57835	0-4	3
57835	5-14	16
57835	15-19	7
57835	25+	8
57836	5-14	3
57836	25+	3
57837	5-14	21
57837	15-19	5
57837	25+	4
57838	0-4	5
57838	5-14	67
57838	15-19	6
57838	20-24	3
57838	25+	13
57839	0-4	4
57839	5-14	44
57839	15-19	22
57839	25+	7
57840	5-14	10
57840	15-19	6
57840	25+	4
57841	0-4	7
57841	5-14	54
57841	15-19	13
57841	20-24	3
57841	25+	23
57842	0-4	3
57842	5-14	52
57842	15-19	15
57842	25+	6
57843	0-4	5
57843	5-14	48
57843	15-19	13
57843	20-24	6
57843	25+	14
57844	5-14	6
57844	25+	5
57845	0-4	19
57845	5-14	99
57845	15-19	20
57845	20-24	10
57845	25+	31
57846	0-4	8
57846	5-14	69
57846	15-19	24
57846	20-24	11
57846	25+	31
57847	0-4	4
57847	5-14	56
57847	15-19	25
57847	20-24	8
57847	25+	16
57848	0-4	8
57848	5-14	98
57848	15-19	26
57848	25+	23
57850	0-4	28
57850	5-14	153
57850	15-19	21
57850	20-24	7
57850	25+	39
57851	0-4	3
57851	5-14	55
57851	15-19	17
57851	25+	7
57852	0-4	16
57852	5-14	95
57852	15-19	16
57852	25+	20
57853	0-4	5
57853	5-14	20
57853	15-19	5
57853	20-24	5
57853	25+	12
57854	0-4	6
57854	5-14	62
57854	15-19	12
57854	25+	18
57856	0-4	6
57856	5-14	49
57856	15-19	18
57856	25+	17
57857	5-14	58
57857	15-19	20
57857	25+	7
57858	5-14	37
57858	15-19	8
57858	20-24	5
57858	25+	6
57859	0-4	5
57859	5-14	54
57859	15-19	15
57859	20-24	3
57859	25+	7
57860	0-4	3
57860	5-14	6
57860	15-19	3
57860	25+	4
57861	0-4	4
57861	5-14	76
57861	15-19	12
57861	20-24	6
57861	25+	19
57862	0-4	11
57862	5-14	85
57862	15-19	22
57862	25+	28
57863	5-14	33
57863	15-19	3
